tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_magn_volume	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T1	None	227.9	None	g	23.8	4.998e-08	0.004998	1	4.0	1.292e-09	8.415e-10	9.754e-10	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T2	None	219.6	None	g	22.5	4.412e-08	0.004412	2	4.0	1.209e-09	8.525000000000002e-10	1.118e-09	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T3	None	221.5	None	g	22.9	4.103e-08	0.004103	3	4.0	1.283e-09	1.009e-09	1.051e-09	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T4	None	219.7	None	g	22.2	4.03e-08	0.00403	4	4.0	9.029e-10	7.474e-10	8.429000000000002e-10	u	273.0	3	0	0	0	0	573.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T5	None	219.6	None	g	22.8	3.773e-08	0.003773	5	4.0	9.498e-10	9.117e-10	8.346000000000001e-10	u	273.0	4	0	0	0	0	673.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T6	None	224.5	None	g	24.0	3.384e-08	0.0033840000000000003	6	4.0	1.087e-09	9.269e-10	7.918e-10	u	273.0	5	0	0	0	0	773.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:DE-VM:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T7	91.9	145.7	average of multiple measurements	b	36.8	1.125e-08	0.003176	7	2.0	1.0300000000000002e-09	9.704e-10	7.573e-10	u	273.0	6	0	0	0	0	823.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T8	None	221.4	None	g	24.4	2.958e-08	0.002958	8	4.0	8.457999999999998e-10	6.477999999999999e-10	8.649999999999998e-10	u	273.0	7	0	0	0	0	848.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T9	None	218.7	None	g	27.0	2.789e-08	0.002789	9	4.0	7.67e-10	5.911000000000001e-10	6.523999999999999e-10	u	273.0	8	0	0	0	0	873.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T10	None	219.2	None	g	28.6	2.528e-08	0.0025280000000000003	10	4.0	7.443999999999999e-10	5.376e-10	5.238e-10	u	273.0	9	0	0	0	0	888.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T11	None	223.6	None	g	26.9	2.413e-08	0.002413	11	4.0	7.048e-10	5.556e-10	5.219e-10	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T12	None	222.5	None	g	29.2	2.351e-08	0.002351	12	4.0	6.705e-10	5.527000000000001e-10	4.09e-10	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T13	None	223.0	None	g	27.9	2.197e-08	0.002197	13	4.0	7.056e-10	5.885e-10	4.289e-10	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T14	None	219.2	None	g	29.0	2.041e-08	0.002041	14	4.0	6.872000000000001e-10	6.003999999999999e-10	3.863e-10	u	273.0	13	0	0	0	0	930.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T15	None	217.0	None	g	32.6	1.705e-08	0.001705	15	4.0	5.536e-10	5.065e-10	2.065e-10	u	273.0	14	0	0	0	0	933.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T16	None	221.9	None	g	26.5	1.883e-08	0.001883	16	4.0	6.907000000000001e-10	6.327000000000001e-10	3.736e-10	u	273.0	15	0	0	0	0	936.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T17	None	217.2	None	g	28.7	1.698e-08	0.001698	17	4.0	7.793e-10	6.509e-10	3.465e-10	u	273.0	16	0	0	0	0	939.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T18	None	242.2	None	g	41.1	1.2009999999999998e-08	0.001201	18	4.0	6.363e-10	6.137000000000001e-10	1.301e-10	u	273.0	17	0	0	0	0	942.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T19	None	189.0	None	g	35.3	6.327e-09	0.0006327	19	4.0	5.193e-10	5.065e-10	2.43e-10	u	273.0	18	0	0	0	0	945.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T20	None	72.0	None	g	73.6	1.105e-09	0.0001105	20	4.0	4.203e-10	4.606e-10	1.278e-10	u	273.0	19	0	0	0	0	948.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T21	None	68.6	None	g	30.7	6.632e-09	0.0006632000000000001	21	4.0	4.129e-10	5.018000000000001e-10	2.395e-10	u	273.0	20	0	0	0	0	951.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T22	None	75.5	None	g	7.0	7.614e-09	0.0007614	22	4.0	4.02e-10	3.943e-10	2.982e-10	u	273.0	21	0	0	0	0	954.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T23	None	217.8	None	g	15.0	4.832e-09	0.0004832	23	4.0	5.495e-10	4.657e-10	2.6760000000000004e-10	u	273.0	22	0	0	0	0	957.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T24	None	356.5	None	g	-5.4	5.264e-09	0.0005263999999999999	24	4.0	3.314e-10	3.636e-10	8.407e-11	u	273.0	23	0	0	0	0	960.0
None	This study	unknown	16tr003h	16tr003	16tr003h	16tr003h:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr003h:LP-DIR-T25	None	287.6	None	g	2.7	6.218e-09	0.0006218	25	4.0	4.344e-10	4.38e-10	1.131e-10	u	273.0	24	0	0	0	0	963.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T1	None	170.6	None	g	-14.3	8.244e-08	0.008244	1	4.0	6.54e-10	1.143e-09	2.44e-09	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T2	None	163.4	None	g	-15.2	8.095000000000001e-08	0.008095	2	4.0	8.309999999999999e-10	1.1699999999999999e-09	2.449e-09	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T3	None	162.4	None	g	-16.1	8.058e-08	0.008058	3	4.0	9.897e-10	1.143e-09	2.501e-09	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T4	None	162.6	None	g	-16.5	8.128e-08	0.008128	4	4.0	8.054e-10	1.205e-09	1.986e-09	u	273.0	3	0	0	0	0	573.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T5	None	162.8	None	g	-17.6	8.128e-08	0.008128	5	4.0	7.927999999999999e-10	1.3220000000000002e-09	1.898e-09	u	273.0	4	0	0	0	0	673.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T6	None	165.6	None	g	-16.4	7.956e-08	0.007956	6	4.0	9.519e-10	1.121e-09	2.308e-09	u	273.0	5	0	0	0	0	773.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T7	None	166.7	None	g	-16.4	7.711000000000001e-08	0.007711	7	4.0	8.495e-10	1.285e-09	2.444e-09	u	273.0	6	0	0	0	0	823.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T8	None	161.6	None	g	-15.9	7.626000000000001e-08	0.007626000000000002	8	4.0	8.187e-10	1.066e-09	2.459e-09	u	273.0	7	0	0	0	0	848.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T9	None	159.7	None	g	-16.2	7.361000000000001e-08	0.007361	9	4.0	7.852999999999999e-10	1.105e-09	2.1e-09	u	273.0	8	0	0	0	0	873.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T10	None	160.7	None	g	-15.6	7.173999999999999e-08	0.007174	10	4.0	7.176000000000001e-10	1.003e-09	2.374e-09	u	273.0	9	0	0	0	0	888.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T11	None	162.8	None	g	-13.4	7.202e-08	0.007201999999999998	11	4.0	5.64e-10	9.936e-10	2.184e-09	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T12	None	161.1	None	g	-14.4	7.033e-08	0.007033	12	4.0	6.597e-10	9.458e-10	2.066e-09	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T13	None	155.9	None	g	-10.7	6.759e-08	0.006759	13	4.0	6.216e-10	8.548e-10	1.933e-09	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T14	None	154.0	None	g	-13.5	6.671e-08	0.006670999999999999	14	4.0	6.548e-10	9.46e-10	2.035e-09	u	273.0	13	0	0	0	0	930.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T15	None	162.4	None	g	-11.4	6.403e-08	0.006403	15	4.0	4.487e-10	8.774999999999998e-10	1.384e-09	u	273.0	14	0	0	0	0	933.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T16	None	162.9	None	g	-13.2	5.47e-08	0.00547	16	4.0	6.167000000000001e-10	9.504e-10	1.341e-09	u	273.0	15	0	0	0	0	936.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T17	None	167.2	None	g	-17.5	2.8510000000000005e-08	0.002851	17	4.0	5.077999999999999e-10	6.129e-10	7.653e-10	u	273.0	16	0	0	0	0	939.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T18	None	79.5	None	g	-13.1	9.766e-09	0.0009766	18	4.0	4.958999999999999e-10	4.683e-10	2.542e-10	u	273.0	17	0	0	0	0	942.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T19	None	74.9	None	g	-19.6	7.893e-09	0.0007892999999999999	19	4.0	4.513e-10	4.59e-10	1.712e-10	u	273.0	18	0	0	0	0	945.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T20	None	228.2	None	g	-6.3	6.1150000000000005e-09	0.0006115000000000001	20	4.0	5.33e-10	5.098e-10	1.412e-10	u	273.0	19	0	0	0	0	948.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T21	None	84.4	None	b	-13.2	7.852e-09	0.0007852	21	4.0	3.711e-10	4.607e-10	1.824e-10	u	273.0	20	0	0	0	0	951.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T22	None	31.1	None	b	-5.6	6.559e-09	0.0006559000000000001	22	4.0	4.183e-10	3.743e-10	1.285e-10	u	273.0	21	0	0	0	0	954.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T23	None	201.9	None	b	-28.5	3.915e-09	0.0003915	23	4.0	4.131e-10	3.3710000000000006e-10	1.399e-10	u	273.0	22	0	0	0	0	957.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T24	None	182.7	None	b	-15.6	7.15e-09	0.000715	24	4.0	3.412e-10	3.884e-10	2.269e-10	u	273.0	23	0	0	0	0	960.0
None	This study	unknown	16tr007a	16tr007	16tr007a	16tr007a:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007a:LP-DIR-T25	None	44.6	None	b	-3.6	6.562e-09	0.0006562	25	4.0	3.115e-10	3.654e-10	1.2759999999999998e-10	u	273.0	24	0	0	0	0	963.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T1	None	152.3	None	g	8.4	4.698e-07	0.04698	1	4.0	6.8689999999999985e-09	8.783e-09	1.346e-08	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T2	None	146.1	None	g	7.2	4.613e-07	0.04613	2	4.0	6.6920000000000005e-09	8.158999999999999e-09	1.446e-08	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T3	None	146.6	None	g	7.0	4.642e-07	0.04642	3	4.0	7.116e-09	8.594e-09	1.409e-08	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T4	None	144.7	None	g	7.5	4.576e-07	0.04576	4	4.0	7.692e-09	7.989000000000001e-09	1.413e-08	u	273.0	3	0	0	0	0	573.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T5	None	147.9	None	g	8.8	4.644e-07	0.04644	5	4.0	6.294e-09	8.134e-09	1.179e-08	u	273.0	4	0	0	0	0	673.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T6	None	149.9	None	g	5.9	4.534e-07	0.04534	6	4.0	7.226e-09	8.084e-09	1.5909999999999998e-08	u	273.0	5	0	0	0	0	773.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T7	None	149.5	None	g	7.5	4.488000000000001e-07	0.04488	7	4.0	7.2050000000000015e-09	7.812e-09	1.486e-08	u	273.0	6	0	0	0	0	823.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T8	None	145.8	None	g	8.1	4.533e-07	0.04533	8	4.0	8.014e-09	8.373e-09	1.33e-08	u	273.0	7	0	0	0	0	848.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T9	None	142.7	None	g	7.5	4.349e-07	0.04349	9	4.0	6.645e-09	8.107999999999999e-09	1.236e-08	u	273.0	8	0	0	0	0	873.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T10	None	144.4	None	g	7.5	4.328e-07	0.04328	10	4.0	8.155e-09	8.336e-09	1.3730000000000003e-08	u	273.0	9	0	0	0	0	888.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T11	None	146.3	None	g	6.7	4.183e-07	0.04183	11	4.0	7.082e-09	8.398e-09	1.396e-08	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T12	None	143.7	None	g	9.6	4.169e-07	0.04169	12	4.0	5.526e-09	7.409e-09	8.207e-09	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T13	None	140.8	None	g	9.9	4.076e-07	0.040760000000000005	13	4.0	6.056000000000001e-09	7.554999999999999e-09	9.279e-09	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T14	None	142.0	None	g	8.9	4.011e-07	0.04011	14	4.0	6.028e-09	7.624999999999999e-09	8.259e-09	u	273.0	13	0	0	0	0	930.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T15	None	140.9	None	g	9.3	3.781e-07	0.03781	15	4.0	5.354e-09	7.281999999999999e-09	5.893e-09	u	273.0	14	0	0	0	0	933.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T16	None	141.1	None	g	6.8	2.719e-07	0.02719	16	4.0	4.275e-09	5.487e-09	6.877e-09	u	273.0	15	0	0	0	0	936.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T17	None	144.5	None	g	4.8	1.067e-07	0.01067	17	4.0	1.968e-09	2.388e-09	3.197e-09	u	273.0	16	0	0	0	0	939.0
None	This study	unknown	16tr007c	16tr007	16tr007c	16tr007c:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007c:LP-DIR-T18	None	149.5	None	g	6.4	3.2069999999999995e-08	0.003207	18	4.0	7.812999999999999e-10	1.024e-09	7.095e-10	u	273.0	17	0	0	0	0	942.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-NO:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T1	None	164.0	None	g	-22.1	1.845e-07	0.01845	1	4.0	3.538e-09	2.932e-09	6.29e-09	u	273.0	0	0	0	0	0	273.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T2	None	158.1	None	g	-21.6	1.7780000000000004e-07	0.01778	2	4.0	4.45e-09	3.257e-09	6.846e-09	u	273.0	1	0	0	0	0	353.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T3	None	158.4	None	g	-22.1	1.836e-07	0.01836	3	4.0	3.86e-09	2.986e-09	6.048e-09	u	273.0	2	0	0	0	0	473.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T4	None	159.7	None	g	-22.3	1.84e-07	0.0184	4	4.0	3.467e-09	3.618e-09	4.941e-09	u	273.0	3	0	0	0	0	573.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T5	None	157.7	None	g	-21.2	1.829e-07	0.01829	5	4.0	3.322e-09	3.349e-09	4.882e-09	u	273.0	4	0	0	0	0	673.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T6	None	160.0	None	g	-22.1	1.762e-07	0.01762	6	4.0	4.229e-09	3.107e-09	6.326000000000001e-09	u	273.0	5	0	0	0	0	773.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T7	None	161.2	None	g	-21.9	1.73e-07	0.0173	7	4.0	4.242e-09	2.968e-09	6.274999999999999e-09	u	273.0	6	0	0	0	0	823.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T8	None	155.9	None	g	-21.8	1.715e-07	0.01715	8	4.0	4.003e-09	2.694e-09	6.506999999999999e-09	u	273.0	7	0	0	0	0	848.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T9	None	155.1	None	g	-22.2	1.6440000000000002e-07	0.01644	9	4.0	3.636e-09	3.11e-09	5.641000000000001e-09	u	273.0	8	0	0	0	0	873.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T10	None	156.3	None	g	-22.1	1.6300000000000002e-07	0.0163	10	4.0	3.205e-09	2.6899999999999996e-09	5.402e-09	u	273.0	9	0	0	0	0	888.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T11	None	156.9	None	g	-20.6	1.577e-07	0.01577	11	4.0	2.874e-09	2.523e-09	5.382e-09	u	273.0	10	0	0	0	0	903.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T12	None	154.5	None	g	-21.4	1.5369999999999998e-07	0.015369999999999997	12	4.0	2.8110000000000003e-09	2.024e-09	4.757e-09	u	273.0	11	0	0	0	0	913.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T13	None	150.5	None	g	-19.6	1.497e-07	0.01497	13	4.0	2.371e-09	1.683e-09	3.816e-09	u	273.0	12	0	0	0	0	923.0
None	This study	unknown	16tr007d	16tr007	16tr007d	16tr007d:LP-DIR-T	2G	LT-T-Z:LP-DIR-T	pmagpy-3.18.0	16tr007d:LP-DIR-T14	None	150.1	None	g	-18.7	1.295e-07	0.01295	14	4.0	2.084e-09	1.3969999999999998e-09	3.718e-09	u	273.0	13	0	0	0	0	930.0
