tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	measurement	sample	site	location
	This study		2.5	139.8	21.5	TR004-Qa:LP-DIR-T	hargrave 2017-08-21 17:41:28	9.359999999999999e-09	3.4099999999999996e-10	2.34e-10	1.6299999999999998e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	18	873.0	TR004-Qa:LP-DIR-T18	TR004-Q	TR004	Mamagou
	This study		2.0	139.8	21.3	TR004-Qa:LP-DIR-T	hargrave 2017-08-22 16:41:46	9.06e-09	2.39e-10	1.8300000000000001e-10	1.6099999999999999e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	19	893.0	TR004-Qa:LP-DIR-T19	TR004-Q	TR004	Mamagou
	This study		3.1	138.8	21.6	TR004-Qa:LP-DIR-T	hargrave 2017-08-23 15:42:43	8.85e-09	3.7400000000000005e-10	2.87e-10	1.5800000000000002e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	20	903.0	TR004-Qa:LP-DIR-T20	TR004-Q	TR004	Mamagou
	This study		2.7	138.7	22.7	TR004-Qa:LP-DIR-T	hargrave 2017-08-24 12:23:33	8.469999999999999e-09	3.4099999999999996e-10	2.22e-10	1.48e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	21	913.0	TR004-Qa:LP-DIR-T21	TR004-Q	TR004	Mamagou
	This study		2.4	138.0	22.2	TR004-Qa:LP-DIR-T	hargrave 2017-08-25 08:43:10	8.61e-09	3.12e-10	1.9099999999999999e-10	1.56e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	22	918.0	TR004-Qa:LP-DIR-T22	TR004-Q	TR004	Mamagou
	This study		2.6	140.7	22.1	TR004-Qa:LP-DIR-T	hargrave 2017-08-29 11:31:54	8.51e-09	3.1600000000000005e-10	1.95e-10	1.8300000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	23	923.0	TR004-Qa:LP-DIR-T23	TR004-Q	TR004	Mamagou
	This study		2.1	136.3	21.9	TR004-Qa:LP-DIR-T	hargrave 2017-08-30 08:11:38	8.370000000000001e-09	2.52e-10	2.24e-10	1.5900000000000002e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	24	928.0	TR004-Qa:LP-DIR-T24	TR004-Q	TR004	Mamagou
	This study		1.8	138.0	22.9	TR004-Qa:LP-DIR-T	hargrave 2017-09-01 21:27:31	8.059999999999999e-09	1.9800000000000001e-10	1.3999999999999998e-10	1.49e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	25	933.0	TR004-Qa:LP-DIR-T25	TR004-Q	TR004	Mamagou
	This study		2.8	136.9	23.7	TR004-Qa:LP-DIR-T	hargrave 2017-09-10 13:51:59	8.07e-09	3.4500000000000005e-10	2.23e-10	1.32e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	26	938.0	TR004-Qa:LP-DIR-T26	TR004-Q	TR004	Mamagou
	This study		2.2	142.0	21.3	TR004-Qa:LP-DIR-T	hargrave 2017-09-12 20:05:07	7.929999999999999e-09	2.34e-10	1.8499999999999998e-10	1.27e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	27	943.0	TR004-Qa:LP-DIR-T27	TR004-Q	TR004	Mamagou
	This study		2.5	139.2	21.0	TR004-Qa:LP-DIR-T	hargrave 2017-09-15 12:17:47	7.85e-09	2.7000000000000005e-10	2.01e-10	1.35e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	28	945.0	TR004-Qa:LP-DIR-T28	TR004-Q	TR004	Mamagou
	This study		2.3	141.8	22.2	TR004-Qa:LP-DIR-T	hargrave 2017-09-16 19:11:36	7.640000000000001e-09	2.51e-10	1.7e-10	1.3000000000000002e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	29	947.0	TR004-Qa:LP-DIR-T29	TR004-Q	TR004	Mamagou
	This study		2.3	138.9	22.1	TR004-Qa:LP-DIR-T	hargrave 2017-09-19 21:26:29	7.7e-09	2.4e-10	1.73e-10	1.38e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	30	949.0	TR004-Qa:LP-DIR-T30	TR004-Q	TR004	Mamagou
	This study		3.0	143.6	24.0	TR004-Qa:LP-DIR-T	hargrave 2017-09-22 22:16:00	6.970000000000001e-09	2.84e-10	2.19e-10	1.41e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	31	951.0	TR004-Qa:LP-DIR-T31	TR004-Q	TR004	Mamagou
	This study		3.7	139.7	22.4	TR004-Qa:LP-DIR-T	hargrave 2017-09-24 19:57:45	6.759999999999998e-09	3.52e-10	2.5e-10	1.51e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	32	953.0	TR004-Qa:LP-DIR-T32	TR004-Q	TR004	Mamagou
	This study		2.5	151.7	24.7	TR004-Qa:LP-DIR-T	hargrave 2017-09-26 13:44:15	2.2899999999999997e-09	6.19e-11	3.92e-11	7.36e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	33	955.0	TR004-Qa:LP-DIR-T33	TR004-Q	TR004	Mamagou
	This study		7.3	154.2	21.2	TR004-Qa:LP-DIR-T	hargrave 2017-10-01 13:54:51	2.43e-09	1.2399999999999999e-10	1.3000000000000002e-10	2.65e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	34	957.0	TR004-Qa:LP-DIR-T34	TR004-Q	TR004	Mamagou
	This study		3.8	154.2	17.7	TR004-Qa:LP-DIR-T	hargrave 2017-10-01 16:50:11	2.38e-09	1.01e-10	9.599999999999999e-11	8.22e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	35	957.0	TR004-Qa:LP-DIR-T35	TR004-Q	TR004	Mamagou
	This study		3.1	155.8	16.3	TR004-Qa:LP-DIR-T	hargrave 2017-10-02 14:01:02	1.9699999999999996e-09	5.75e-11	6.13e-11	7.640000000000002e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	36	959.0	TR004-Qa:LP-DIR-T36	TR004-Q	TR004	Mamagou
	This study		2.9	88.5	31.2	TR004-Qa:LP-DIR-T	hargrave 2017-10-03 16:57:29	9.919999999999999e-10	3.7600000000000005e-11	1.6600000000000006e-11	3.7200000000000005e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Qa	u	0	0	0.0	0.0	37	961.0	TR004-Qa:LP-DIR-T37	TR004-Q	TR004	Mamagou
	This study		2.7	127.6	45.8	TR004-Ra:LP-DIR-T	hargrave 2017-07-20 11:40:28	2.71e-08	8.47e-10	9.33e-10	5.74e-10	8	273	LT-NO:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	1	273.0	TR004-Ra:LP-DIR-T1	TR004-R	TR004	Mamagou
	This study		3.6	131.6	42.8	TR004-Ra:LP-DIR-T	hargrave 2017-07-21 13:06:40	2.56e-08	1.4199999999999999e-09	8.04e-10	3.5000000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	2	373.0	TR004-Ra:LP-DIR-T2	TR004-R	TR004	Mamagou
	This study		2.9	134.4	38.5	TR004-Ra:LP-DIR-T	hargrave 2017-07-24 08:33:31	2.23e-08	9.58e-10	6.26e-10	3.23e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	3	473.0	TR004-Ra:LP-DIR-T3	TR004-R	TR004	Mamagou
	This study		2.6	133.8	36.8	TR004-Ra:LP-DIR-T	hargrave 2017-07-24 16:28:38	2.08e-08	7.630000000000001e-10	5.200000000000001e-10	3.44e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	4	573.0	TR004-Ra:LP-DIR-T4	TR004-R	TR004	Mamagou
	This study		1.7	135.7	35.5	TR004-Ra:LP-DIR-T	hargrave 2017-07-31 12:04:32	2e-08	3.9e-10	4.44e-10	2.53e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	5	623.0	TR004-Ra:LP-DIR-T5	TR004-R	TR004	Mamagou
	This study		1.4	137.0	35.4	TR004-Ra:LP-DIR-T	hargrave 2017-08-01 10:29:06	1.8999999999999998e-08	3.7000000000000007e-10	2.67e-10	2.87e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	6	673.0	TR004-Ra:LP-DIR-T6	TR004-R	TR004	Mamagou
	This study		1.9	138.2	36.4	TR004-Ra:LP-DIR-T	hargrave 2017-08-02 09:59:03	1.79e-08	2.71e-10	4.3499999999999995e-10	3.98e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	7	723.0	TR004-Ra:LP-DIR-T7	TR004-R	TR004	Mamagou
	This study		2.7	137.9	36.3	TR004-Ra:LP-DIR-T	hargrave 2017-08-03 16:54:35	1.73e-08	5.97e-10	4.94e-10	2.59e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	8	748.0	TR004-Ra:LP-DIR-T8	TR004-R	TR004	Mamagou
	This study		3.0	138.0	36.7	TR004-Ra:LP-DIR-T	hargrave 2017-08-04 13:32:06	1.67e-08	6.45e-10	5.59e-10	2.4500000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	9	773.0	TR004-Ra:LP-DIR-T9	TR004-R	TR004	Mamagou
	This study		1.5	136.9	36.4	TR004-Ra:LP-DIR-T	hargrave 2017-08-07 10:21:45	1.6399999999999998e-08	2.87e-10	2.67e-10	2.39e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	10	798.0	TR004-Ra:LP-DIR-T10	TR004-R	TR004	Mamagou
	This study		1.5	137.8	36.5	TR004-Ra:LP-DIR-T	hargrave 2017-08-08 09:35:15	1.54e-08	2.87e-10	2.2700000000000002e-10	2.35e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	11	823.0	TR004-Ra:LP-DIR-T11	TR004-R	TR004	Mamagou
	This study		1.3	137.4	36.2	TR004-Ra:LP-DIR-T	hargrave 2017-08-09 09:33:36	1.53e-08	2.82e-10	2.67e-10	1.08e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	12	828.0	TR004-Ra:LP-DIR-T12	TR004-R	TR004	Mamagou
	This study		1.4	137.2	35.9	TR004-Ra:LP-DIR-T	hargrave 2017-08-16 10:53:27	1.47e-08	2.39e-10	2.63e-10	1.99e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	13	833.0	TR004-Ra:LP-DIR-T13	TR004-R	TR004	Mamagou
	This study		1.4	139.0	35.2	TR004-Ra:LP-DIR-T	hargrave 2017-08-16 19:15:53	1.4299999999999999e-08	2.18e-10	2.65e-10	1.9199999999999998e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	14	838.0	TR004-Ra:LP-DIR-T14	TR004-R	TR004	Mamagou
	This study		1.8	139.6	34.9	TR004-Ra:LP-DIR-T	hargrave 2017-08-17 15:56:32	1.4299999999999999e-08	2.63e-10	3.5499999999999996e-10	1.8700000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	15	843.0	TR004-Ra:LP-DIR-T15	TR004-R	TR004	Mamagou
	This study		2.1	140.0	35.4	TR004-Ra:LP-DIR-T	hargrave 2017-08-18 11:39:03	1.4099999999999999e-08	2.85e-10	4.0800000000000004e-10	2.0500000000000002e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	16	848.0	TR004-Ra:LP-DIR-T16	TR004-R	TR004	Mamagou
	This study		2.1	139.7	34.9	TR004-Ra:LP-DIR-T	hargrave 2017-08-21 08:54:03	1.3899999999999999e-08	3.04e-10	3.85e-10	1.97e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	17	853.0	TR004-Ra:LP-DIR-T17	TR004-R	TR004	Mamagou
	This study		1.5	139.6	34.5	TR004-Ra:LP-DIR-T	hargrave 2017-08-21 17:43:01	1.35e-08	2.16e-10	2.56e-10	1.96e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	18	873.0	TR004-Ra:LP-DIR-T18	TR004-R	TR004	Mamagou
	This study		1.7	138.5	34.6	TR004-Ra:LP-DIR-T	hargrave 2017-08-22 16:43:18	1.32e-08	2.39e-10	2.83e-10	1.9800000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	19	893.0	TR004-Ra:LP-DIR-T19	TR004-R	TR004	Mamagou
	This study		2.1	139.1	34.5	TR004-Ra:LP-DIR-T	hargrave 2017-08-23 15:44:15	1.29e-08	2.63e-10	3.6000000000000005e-10	1.97e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	20	903.0	TR004-Ra:LP-DIR-T20	TR004-R	TR004	Mamagou
	This study		1.6	139.6	34.2	TR004-Ra:LP-DIR-T	hargrave 2017-08-24 12:25:05	1.24e-08	2.12e-10	2.2800000000000001e-10	1.8499999999999998e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	21	913.0	TR004-Ra:LP-DIR-T21	TR004-R	TR004	Mamagou
	This study		2.9	140.2	34.3	TR004-Ra:LP-DIR-T	hargrave 2017-08-25 08:44:41	1.23e-08	3.1600000000000005e-10	5.28e-10	1.99e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	22	918.0	TR004-Ra:LP-DIR-T22	TR004-R	TR004	Mamagou
	This study		2.0	139.7	33.1	TR004-Ra:LP-DIR-T	hargrave 2017-08-29 11:33:26	1.2e-08	2.39e-10	2.99e-10	1.89e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	23	923.0	TR004-Ra:LP-DIR-T23	TR004-R	TR004	Mamagou
	This study		1.7	140.7	33.2	TR004-Ra:LP-DIR-T	hargrave 2017-08-30 08:12:55	1.1699999999999999e-08	1.78e-10	3.2399999999999997e-10	2.64e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	24	928.0	TR004-Ra:LP-DIR-T24	TR004-R	TR004	Mamagou
	This study		2.5	140.3	31.1	TR004-Ra:LP-DIR-T	hargrave 2017-09-01 21:29:06	1.1299999999999999e-08	2.62e-10	4.06e-10	2.3099999999999998e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	25	933.0	TR004-Ra:LP-DIR-T25	TR004-R	TR004	Mamagou
	This study		3.0	144.4	30.4	TR004-Ra:LP-DIR-T	hargrave 2017-09-10 13:53:30	9.24e-09	2.33e-10	4.42e-10	1.41e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	26	938.0	TR004-Ra:LP-DIR-T26	TR004-R	TR004	Mamagou
	This study		1.6	147.6	28.3	TR004-Ra:LP-DIR-T	hargrave 2017-09-12 20:06:43	6.4900000000000005e-09	1.2200000000000002e-10	1.34e-10	1.1e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	27	943.0	TR004-Ra:LP-DIR-T27	TR004-R	TR004	Mamagou
	This study		4.8	157.8	22.5	TR004-Ra:LP-DIR-T	hargrave 2017-09-15 12:19:19	4.33e-09	1.1e-10	3.52e-10	1.0500000000000001e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	28	945.0	TR004-Ra:LP-DIR-T28	TR004-R	TR004	Mamagou
	This study		2.6	159.1	9.9	TR004-Ra:LP-DIR-T	hargrave 2017-09-16 19:13:08	2.2899999999999997e-09	5.879999999999999e-11	6.15e-11	8.39e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	29	947.0	TR004-Ra:LP-DIR-T29	TR004-R	TR004	Mamagou
	This study		4.5	149.1	16.4	TR004-Ra:LP-DIR-T	hargrave 2017-09-19 21:27:59	1.31e-09	4.85e-11	4.21e-11	8.709999999999999e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	30	949.0	TR004-Ra:LP-DIR-T30	TR004-R	TR004	Mamagou
	This study		6.1	164.4	14.1	TR004-Ra:LP-DIR-T	hargrave 2017-09-22 22:17:30	1.2e-09	6.370000000000001e-11	6.470000000000001e-11	9.690000000000001e-11	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	31	951.0	TR004-Ra:LP-DIR-T31	TR004-R	TR004	Mamagou
	This study		5.7	163.3	14.7	TR004-Ra:LP-DIR-T	hargrave 2017-09-24 10:54:31	1.21e-09	5.64e-11	5.33e-11	9.54e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	32	951.0	TR004-Ra:LP-DIR-T32	TR004-R	TR004	Mamagou
	This study		9.5	174.8	-0.5	TR004-Ra:LP-DIR-T	hargrave 2017-09-24 19:59:17	5.86e-10	4.0000000000000004e-11	5.49e-11	8.049999999999999e-11	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	33	953.0	TR004-Ra:LP-DIR-T33	TR004-R	TR004	Mamagou
	This study		10.3	173.7	-2.0	TR004-Ra:LP-DIR-T	hargrave 2017-09-25 09:27:24	5.539999999999999e-10	2.99e-11	4.54e-11	8.89e-11	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	34	953.0	TR004-Ra:LP-DIR-T34	TR004-R	TR004	Mamagou
	This study		6.4	195.1	10.7	TR004-Ra:LP-DIR-T	hargrave 2017-09-26 13:45:45	1.0499999999999999e-09	2.89e-11	4.01e-11	1.12e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	35	955.0	TR004-Ra:LP-DIR-T35	TR004-R	TR004	Mamagou
	This study		5.8	214.7	13.1	TR004-Ra:LP-DIR-T	hargrave 2017-10-01 13:56:20	1.23e-09	3.13e-11	4.57e-11	1.17e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	36	957.0	TR004-Ra:LP-DIR-T36	TR004-R	TR004	Mamagou
	This study		9.1	195.4	-2.7	TR004-Ra:LP-DIR-T	hargrave 2017-10-02 14:02:31	9.83e-10	2.99e-11	8.449999999999999e-11	1.32e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	37	959.0	TR004-Ra:LP-DIR-T37	TR004-R	TR004	Mamagou
	This study		7.5	196.4	-2.7	TR004-Ra:LP-DIR-T	hargrave 2017-10-02 16:14:54	9.83e-10	3.3e-11	6.26e-11	1.13e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	38	959.0	TR004-Ra:LP-DIR-T38	TR004-R	TR004	Mamagou
	This study		8.1	195.8	-2.5	TR004-Ra:LP-DIR-T	hargrave 2017-10-02 17:40:06	9.89e-10	1.92e-11	4.85e-11	1.31e-10	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	39	959.0	TR004-Ra:LP-DIR-T39	TR004-R	TR004	Mamagou
	This study		6.4	139.1	16.3	TR004-Ra:LP-DIR-T	hargrave 2017-10-03 17:00:36	5.5e-10	2.2100000000000003e-11	2.87e-11	6.05e-11	8	273	LT-T-Z:LP-DIR-T	b	pmagpy-3.11.1	TR004-Ra	u	0	0	0.0	0.0	40	961.0	TR004-Ra:LP-DIR-T40	TR004-R	TR004	Mamagou
	This study		2.2	125.8	43.4	TR004-Sa:LP-DIR-T	hargrave 2017-07-20 11:41:55	2.63e-08	7.030000000000001e-10	7.3e-10	4.4699999999999996e-10	8	273	LT-NO:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	1	273.0	TR004-Sa:LP-DIR-T1	TR004-S	TR004	Mamagou
	This study		3.2	128.3	40.9	TR004-Sa:LP-DIR-T	hargrave 2017-07-21 13:07:53	2.46e-08	1.11e-09	8.12e-10	3.8100000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	2	373.0	TR004-Sa:LP-DIR-T2	TR004-S	TR004	Mamagou
	This study		4.2	133.0	38.1	TR004-Sa:LP-DIR-T	hargrave 2017-07-24 08:34:44	2.14e-08	1.27e-09	9.35e-10	3.95e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	3	473.0	TR004-Sa:LP-DIR-T3	TR004-S	TR004	Mamagou
	This study		3.1	133.0	37.5	TR004-Sa:LP-DIR-T	hargrave 2017-07-24 16:29:51	2.0299999999999996e-08	8.42e-10	6.25e-10	3.6799999999999997e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	4	573.0	TR004-Sa:LP-DIR-T4	TR004-S	TR004	Mamagou
	This study		2.7	134.9	36.9	TR004-Sa:LP-DIR-T	hargrave 2017-07-31 12:06:04	2e-08	6.700000000000001e-10	6.1e-10	2.6000000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	5	623.0	TR004-Sa:LP-DIR-T5	TR004-S	TR004	Mamagou
	This study		2.1	136.3	37.0	TR004-Sa:LP-DIR-T	hargrave 2017-08-01 10:30:42	1.92e-08	4.53e-10	5.16e-10	2.58e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	6	673.0	TR004-Sa:LP-DIR-T6	TR004-S	TR004	Mamagou
	This study		2.2	137.2	38.3	TR004-Sa:LP-DIR-T	hargrave 2017-08-02 10:00:17	1.8300000000000002e-08	2.83e-10	5.73e-10	3.6600000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	7	723.0	TR004-Sa:LP-DIR-T7	TR004-S	TR004	Mamagou
	This study		2.0	136.5	37.8	TR004-Sa:LP-DIR-T	hargrave 2017-08-03 16:55:57	1.79e-08	3.67e-10	4.979999999999999e-10	2.6100000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	8	748.0	TR004-Sa:LP-DIR-T8	TR004-S	TR004	Mamagou
	This study		1.6	138.9	38.6	TR004-Sa:LP-DIR-T	hargrave 2017-08-04 13:33:20	1.73e-08	3.23e-10	2.81e-10	2.5e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	9	773.0	TR004-Sa:LP-DIR-T9	TR004-S	TR004	Mamagou
	This study		2.1	139.7	38.0	TR004-Sa:LP-DIR-T	hargrave 2017-08-07 10:23:19	1.7e-08	4.5400000000000003e-10	3.92e-10	2.6000000000000003e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	10	798.0	TR004-Sa:LP-DIR-T10	TR004-S	TR004	Mamagou
	This study		2.0	141.7	38.2	TR004-Sa:LP-DIR-T	hargrave 2017-08-08 09:36:47	1.6100000000000002e-08	3.61e-10	3.9e-10	2.56e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	11	823.0	TR004-Sa:LP-DIR-T11	TR004-S	TR004	Mamagou
	This study		1.4	143.4	37.8	TR004-Sa:LP-DIR-T	hargrave 2017-08-09 09:35:06	1.6100000000000002e-08	2.2e-10	3.39e-10	1.36e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	12	828.0	TR004-Sa:LP-DIR-T12	TR004-S	TR004	Mamagou
	This study		1.9	139.9	37.8	TR004-Sa:LP-DIR-T	hargrave 2017-08-16 10:54:59	1.56e-08	3.6400000000000004e-10	3.51e-10	2.02e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	13	833.0	TR004-Sa:LP-DIR-T13	TR004-S	TR004	Mamagou
	This study		3.4	142.7	38.0	TR004-Sa:LP-DIR-T	hargrave 2017-08-16 19:17:25	1.55e-08	6.42e-10	6.54e-10	2.33e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	14	838.0	TR004-Sa:LP-DIR-T14	TR004-S	TR004	Mamagou
	This study		2.6	139.9	38.4	TR004-Sa:LP-DIR-T	hargrave 2017-08-17 15:58:04	1.51e-08	5.16e-10	4.2999999999999996e-10	2.21e-10	8	273	LT-T-Z:LP-DIR-T	g	pmagpy-3.11.1	TR004-Sa	u	0	0	0.0	0.0	15	843.0	TR004-Sa:LP-DIR-T15	TR004-S	TR004	Mamagou
