X,Y,n27_e108_1,n28_e108_1,time,latitude,longitude,localityNa,notes,image name,heading,planeType,dipAzimuth,dip,lineationT,plungeAzim,plunge,unitId
108.81383244,28.02080745,,1303.00000,2016-05-24 11:52:44,28.020807450000000,108.813832439999999,Locality 1,Massive tan sandstone continues. No visible laminations.,,,,,,,,,
108.81490256,28.02097895,,1296.00000,2016-05-24 11:54:57,28.020978950000000,108.814902559999993,Locality 1,Faint cross bedding in the tan fine sandstone.,141_1464062097.jpg,359.493499760000020,,,,,,,
108.81500222,28.02106381,,1296.00000,2016-05-24 11:56:57,28.021063810000001,108.815002219999997,Locality 1,Purple siltstone adjacent to the tan fine sandstone. Relationship between the two Facies is unclear. Fault?,,,,,,,,,
108.81529416,28.02134804,,1297.00000,2016-05-24 11:59:34,28.021348039999999,108.815294159999993,Locality 1,Deep red siltstone that looks the same as the red siltstones that we were seeing yesterday in the Luoman section. So Luoman section is near the top of the Banxi?,,,,,,,,,
108.81479359,28.02310598,,1278.00000,2016-05-24 12:05:12,28.023105980000000,108.814793589999994,Locality 1,Deep red siltstone continues.,,,,,,,,,
108.81509509,28.02454369,,1294.00000,2016-05-24 12:08:53,28.024543690000002,108.815095090000000,Locality 1,Multiple ash horizons in tan fine sandstone,145_1464062933.jpg,327.713348390000021,,,,,,,
108.81511487,28.02455521,,1294.00000,2016-05-24 12:09:15,28.024555209999999,108.815114870000002,Locality 1,,,,Bedding,22.641298290000002,9.272353170000001,,,,Banxi Group (undifferentiated)
108.81541746,28.02503252,,1273.00000,2016-05-24 12:11:50,28.025032520000000,108.815417460000006,Locality 1,Minor normal faulting in grey siltstone.,147_1464063110.jpg,302.022613530000001,,,,,,,
108.81420745,28.03078192,,1238.00000,2016-05-24 12:19:27,28.030781919999999,108.814207449999998,Locality 1,,,,Bedding,19.983327870000000,26.250532150000002,,,,Datangpo Formation
108.81421499,28.03071356,,1238.00000,2016-05-24 12:21:21,28.030713559999999,108.814214989999996,Locality 1,Black siltstones of the Datangpo. Marinoan glaciation diamictite further down the road according to Shihong.,,,,,,,,,
108.81440115,28.02982567,,1263.00000,2016-05-24 12:23:44,28.029825670000001,108.814401149999995,Locality 1,Sandstone. Fulu?,,,,,,,,,
108.79915841,27.99923214,1142.00000,,2016-05-24 13:30:41,27.999232140000000,108.799158410000004,Locality 1,Start section hongzixi 1. Below the start point we have ~2m of cover. Ferns overhang the start of the section,151_1464067841.jpg,178.488708500000001,,,,,,,
108.7991512,27.99926705,1142.00000,,2016-05-24 13:32:33,27.999267050000000,108.799151199999997,Locality 1,,,,Bedding,74.965362549999995,45.654388429999997,,,,Banxi Group (undifferentiated)
108.79966853,27.99956088,1143.00000,,2016-05-24 14:08:21,27.999560880000001,108.799668530000005,Locality 1,,,,Bedding,52.062568659999997,49.456268309999999,,,,Banxi Group (undifferentiated)
108.79977993,27.99958795,1143.00000,,2016-05-24 14:25:42,27.999587949999999,108.799779930000000,Locality 1,Ash at 53.1 in section hongzixi 1.,154_1464071142.jpg,127.497001650000001,,,,,,,
108.79992401,27.99959755,1144.00000,,2016-05-24 14:30:48,27.999597550000001,108.799924009999998,Locality 1,,,,Bedding,63.232624049999998,58.287887570000002,,,,Banxi Group (undifferentiated)
108.79980348,27.9997659,1143.00000,,2016-05-24 14:40:33,27.999765900000000,108.799803479999994,Locality 1,Extremely messed up (fault gouged/folded) zone in section hongzixi 1.,156_1464072033.jpg,83.606193540000007,,,,,,,
108.79974162,27.99966146,1143.00000,,2016-05-24 14:41:57,27.999661459999999,108.799741620000006,Locality 1,,,,Bedding,34.721958160000000,36.471084589999997,,,,Banxi Group (undifferentiated)
108.79978219,27.99979432,1143.00000,,2016-05-24 14:47:56,27.999794319999999,108.799782190000002,Locality 1,,,,Bedding,42.069931029999999,42.491828920000003,,,,Banxi Group (undifferentiated)
108.79978437,27.99969139,1143.00000,,2016-05-24 15:16:19,27.999691389999999,108.799784369999998,Locality 1,Ash at 53.1 in section hongzixi 1.,159_1464074179.jpg,127.872558589999997,,,,,,,
108.79977389,27.99968145,1143.00000,,2016-05-24 15:16:46,27.999681450000001,108.799773889999997,Locality 1,Ash at 53.1 in section hongzixi 1.,160_1464074206.jpg,115.042274480000003,,,,,,,
108.79984874,27.99992294,1148.00000,1148.00000,2016-05-24 15:54:07,27.999922940000001,108.799848740000002,Locality 1,16TR001 in section hongzixi 1.,161_1464076447.jpg,112.921676640000001,,,,,,,
108.79984975,27.99996221,1148.00000,1148.00000,2016-05-24 15:54:47,27.999962210000000,108.799849750000007,Locality 1,16TR002 in section hongzixi 1,162_1464076487.jpg,126.030647279999997,,,,,,,
108.7998319,27.99996241,1148.00000,1148.00000,2016-05-24 15:57:31,27.999962409999998,108.799831900000001,Locality 1,,,,Bedding,47.930946349999999,53.144508360000003,,,,Banxi Group (undifferentiated)
108.79998746,28.00004213,1147.00000,1147.00000,2016-05-24 16:04:30,28.000042130000001,108.799987459999997,Locality 1,Cover at 91.0 in section hongzixi 1.,,,,,,,,,
108.80045551,28.00041349,,1141.00000,2016-05-24 16:25:52,28.000413490000000,108.800455510000006,Locality 1,140.5 end of cover in section hongzixi 1,,,,,,,,,
108.80043698,28.00042996,,1143.00000,2016-05-24 16:28:59,28.000429960000002,108.800436980000001,Locality 1,,,,Bedding,37.713695530000003,44.405544280000001,,,,Banxi Group (undifferentiated)
108.80045987,28.00064319,,1143.00000,2016-05-24 16:45:03,28.000643190000002,108.800459869999997,Locality 1,End section hongzixi 1,167_1464079503.jpg,219.474441530000007,,,,,,,
108.80043103,28.00053473,,1143.00000,2016-05-24 16:56:54,28.000534729999998,108.800431029999999,Locality 1,Ash at 148.0 and 148.9 in section hongzixi 1. Note  from bottom to top  purple silt  pink ash  purple silt with reduction ellipsoids  pink ash  purple silt.,168_1464080214.jpg,261.431793210000023,,,,,,,
108.77584968,27.81726048,518.00000,,2016-05-25 09:11:05,27.817260480000002,108.775849679999993,Locality 1,,,,Bedding,140.162933350000003,9.494003299999999,,,,Datangpo Formation
108.77594314,27.81715059,518.00000,,2016-05-25 09:14:00,27.817150590000001,108.775943139999995,Locality 1,Massive diamictite. Marinoan? In normal fault contact with dark grey silt  likely Datangpo. Note grey (silt) vs green (diamictite).,170_1464138840.jpg,181.261413570000002,,,,,,,
108.77619275,27.82073239,517.00000,,2016-05-25 09:19:27,27.820732390000000,108.776192750000007,Locality 1,Diamictite. Matrix supported. Clasts are well rounded and cobble sized.,,,,,,,,,
108.77871595,27.82168734,510.00000,,2016-05-25 09:25:14,27.821687340000000,108.778715950000006,Locality 1,Diamictite. Sand matrix. Angular pebble clasts,,,,,,,,,
108.77731743,27.82099361,521.00000,,2016-05-25 09:29:18,27.820993609999999,108.777317429999997,Locality 1,All diamictite.,,,,,,,,,
108.78156454,27.82049518,522.00000,,2016-05-25 09:39:11,27.820495180000002,108.781564540000005,Locality 1,Dark grey siltstone/very fine sandstone. Well laminated. Datangpo? Fulu?,,,,,,,,,
108.7817352,27.82046098,522.00000,,2016-05-25 09:39:52,27.820460980000000,108.781735200000000,Locality 1,Large fault structure in the dark grey siltstone/very fine sandstone. Lithology and bedding identical on either side,175_1464140392.jpg,346.773437500000000,,,,,,,
108.78206897,27.82064115,521.00000,,2016-05-25 09:41:13,27.820641150000000,108.782068969999997,Locality 1,,,,Bedding,333.144470210000009,5.966490270000000,,,,Datangpo Formation
108.78818985,27.82434101,525.00000,,2016-05-25 09:50:48,27.824341010000001,108.788189849999995,Locality 1,Dark grey siltstone well laminated. Datangpo.,,,,,,,,,
108.78818985,27.82434101,525.00000,,2016-05-25 09:50:48,27.824341010000001,108.788189849999995,Locality 1,Dark grey siltstone well laminated. Datangpo.,,,,,,,,,
108.79702345,27.83321241,548.00000,,2016-05-25 09:57:56,27.833212410000002,108.797023449999998,Locality 1,,,,Bedding,272.083190919999993,29.538776400000000,,,,Banxi Group (undifferentiated)
108.79702345,27.83321241,548.00000,,2016-05-25 09:57:56,27.833212410000002,108.797023449999998,Locality 1,,,,Bedding,272.083190919999993,29.538776400000000,,,,Banxi Group (undifferentiated)
108.79751765,27.83469111,553.00000,,2016-05-25 10:01:19,27.834691110000001,108.797517650000003,Locality 1,Banxi deep red siltstones.,,,,,,,,,
108.7976526,27.83485854,549.00000,,2016-05-25 10:16:10,27.834858539999999,108.797652600000006,Locality 1,Sandstone sitting directly below the deep red siltstone.,,,,,,,,,
108.79765352,27.83470267,549.00000,,2016-05-25 10:43:44,27.834702669999999,108.797653519999997,Locality 1,Start section Mamagou.,,,,,,,,,
108.7976329,27.8348046,553.00000,,2016-05-25 10:44:56,27.834804599999998,108.797632899999996,Locality 1,,,,Bedding,277.301940919999993,39.980514530000001,,,,Banxi Group (undifferentiated)
108.79750617,27.83447892,547.00000,,2016-05-25 11:33:46,27.834478919999999,108.797506170000005,Locality 1,,,,Bedding,259.100280759999976,17.641805649999998,,,,Banxi Group (undifferentiated)
108.79677652,27.83384018,560.00000,,2016-05-25 11:45:20,27.833840179999999,108.796776519999995,Locality 1,,,,Bedding,269.900451659999987,19.642818450000000,,,,Banxi Group (undifferentiated)
108.79697735,27.83320483,548.00000,,2016-05-25 11:51:55,27.833204830000000,108.796977350000006,Locality 1,,,,Bedding,280.366455079999980,35.969963069999999,,,,Banxi Group (undifferentiated)
108.79683914,27.83329812,548.00000,,2016-05-25 11:54:32,27.833298119999998,108.796839140000003,Locality 1,Start projection at 31.4 in Mamagou section,,,,,,,,,
108.79718271,27.83246584,547.00000,,2016-05-25 12:00:01,27.832465840000001,108.797182710000001,Locality 1,End projection at 31.4 in Mamagou section,,,,,,,,,
108.79712404,27.83251361,547.00000,,2016-05-25 12:01:53,27.832513609999999,108.797124040000000,Locality 1,,,,Bedding,267.385711669999978,26.915636060000001,,,,Datangpo Formation
108.79711566,27.83245829,547.00000,,2016-05-25 12:13:04,27.832458290000002,108.797115660000003,Locality 1,Datangpo Banxi contact.,,,,,,,,,
108.79702832,27.83241173,543.00000,,2016-05-25 12:18:15,27.832411730000000,108.797028319999995,Locality 1,End Mamagou section.,,,,,,,,,
108.80271653,27.9140728,641.00000,,2016-05-25 14:36:49,27.914072800000000,108.802716529999998,Locality 1,Conglomerate in cangshuipu of the basal Banxi. Boulder/cobble well rounded clasts. Lithology of clasts obscured by lichen. Quartz veined. Cangshuipu is the basal unit of the Banxi. Clasts include diabase  sandstone  siltstone.,193_1464158209.jpg,291.485290529999986,,,,,,,
108.80222451,27.91384875,647.00000,,2016-05-25 14:38:31,27.913848750000000,108.802224510000002,Locality 1,,,,Bedding,115.032806399999998,59.338031770000001,,,,Fanjingshan Formation
108.80213549,27.91393136,647.00000,,2016-05-25 14:39:52,27.913931359999999,108.802135489999998,Locality 1,Pale green fine sandstone of the basal Banxi below the conglomerate. Massive. Interbedded with pale green silts.,,,,,,,,,
108.80480329,27.91458343,641.00000,,2016-05-25 15:00:27,27.914583430000000,108.804803289999995,Locality 1,Jialu Formation. Green silt to fine sands.,,,,,,,,,
108.80480329,27.91458343,641.00000,,2016-05-25 15:00:27,27.914583430000000,108.804803289999995,Locality 1,Jialu Formation. Green silt to fine sands.,,,,,,,,,
108.80931644,27.9148449,641.00000,,2016-05-25 15:12:07,27.914844899999999,108.809316440000003,Locality 1,Purple siltstone.,,,,,,,,,
108.81086776,27.91544919,655.00000,,2016-05-25 15:15:28,27.915449190000000,108.810867759999994,Locality 1,Concretions in the purple siltstones.,199_1464160528.jpg,291.489929200000006,,,,,,,
108.81330731,27.91723596,668.00000,,2016-05-25 15:20:35,27.917235959999999,108.813307309999999,Locality 1,Concretions in purple siltstone. Possible target for paleomagnetism.,200_1464160835.jpg,317.121887210000011,,,,,,,
108.81461724,27.91773255,690.00000,,2016-05-25 15:22:18,27.917732550000000,108.814617240000004,Locality 1,Start of green siltstone.,,,,,,,,,
108.81485939,27.91727921,673.00000,,2016-05-25 15:24:45,27.917279210000000,108.814859389999995,Locality 1,Ripple cross stratification. Darker color is slightly coarser than rest of the silt.,202_1464161085.jpg,200.564498899999990,,,,,,,
108.81489057,27.91728274,685.00000,,2016-05-25 15:27:23,27.917282740000001,108.814890570000003,Locality 1,Purple silts.,,,,,,,,,
108.82016463,27.91695911,684.00000,,2016-05-25 15:35:14,27.916959110000001,108.820164629999994,Locality 1,Silts starting to turn a deep red (brick red),,,,,,,,,
108.82130273,27.91637661,679.00000,,2016-05-25 15:38:26,27.916376610000000,108.821302729999999,Locality 1,Interbedded purple and green silts at sub-cm scale. Green is coarser  up to fine sand.,,,,,,,,,
108.82317826,27.91309715,687.00000,,2016-05-25 15:45:31,27.913097149999999,108.823178260000006,Locality 1,Deeper red (brick red) again. Should continue for a long distance up the valley  and even further along the adjoining valley.,,,,,,,,,
108.82046714,27.91658079,680.00000,,2016-05-25 15:55:35,27.916580790000001,108.820467140000005,Locality 1,Nice brick red outcrop. Potential target for paleomagnetism.,,,,,,,,,
108.802884,27.91421094,641.00000,,2016-05-25 16:33:30,27.914210940000000,108.802884000000006,Locality 1,16TR005 in basal Banxi conglomerate. For conglomerate test.,208_1464165210.jpg,19.356325150000000,,,,,,,
108.80867883,27.87614021,586.00000,,2016-05-25 17:29:58,27.876140209999999,108.808678830000005,Locality 1,Green interbedded with purple silts. Toward the mouth of the valley from this point  exposure has been poor. Thus connect to the valley to the north.,,,,,,,,,
108.80941786,27.87341491,587.00000,,2016-05-25 17:34:55,27.873414910000001,108.809417859999996,Locality 1,Brick red silts.,,,,,,,,,
108.81409764,27.87032987,595.00000,,2016-05-25 17:42:43,27.870329869999999,108.814097640000000,Locality 1,Deep red siltstones. Potential site for paleomagnetism,,,,,,,,,
108.82052455,27.86670185,622.00000,,2016-05-25 17:48:43,27.866701849999998,108.820524550000002,Locality 1,Deep red siltstones interbedded with green fine sand at sub-cm scale with cross lamination. Largely continuous section for maybe 100m. Could be a good site for paleomagnetism,,,,,,,,,
108.79387739,27.98858553,942.00000,,2016-05-26 10:34:18,27.988585530000002,108.793877390000006,Locality 1,Start section hongzixi 2. Abundant cover below.,213_1464230058.jpg,129.900711059999992,,,,,,,
108.79380304,27.98861663,942.00000,,2016-05-26 10:36:12,27.988616629999999,108.793803040000000,Locality 1,,,,Bedding,45.605670930000002,49.299114230000001,,,,Banxi Group (undifferentiated)
108.79382827,27.98897198,919.00000,,2016-05-26 10:49:33,27.988971979999999,108.793828270000006,Locality 1,,,,Bedding,339.695343019999996,49.083404539999997,,,,Banxi Group (undifferentiated)
108.79448826,27.98958147,930.00000,,2016-05-26 11:08:04,27.989581470000001,108.794488259999994,Locality 1,,,,Bedding,331.695037839999998,35.826263429999997,,,,Banxi Group (undifferentiated)
108.79451945,27.98972199,917.00000,,2016-05-26 11:09:55,27.989721990000000,108.794519449999996,Locality 1,Begin cover at 69.6 in hongzixi 2.,,,,,,,,,
108.79500593,27.98960997,947.00000,,2016-05-26 11:12:49,27.989609970000000,108.795005930000002,Locality 1,,,,Bedding,37.692333220000002,33.372768399999998,,,,Banxi Group (undifferentiated)
108.79505077,27.98952389,951.00000,,2016-05-26 11:20:36,27.989523890000001,108.795050770000003,Locality 1,End cover at 78.3 in hongzixi 2,,,,,,,,,
108.7953397,27.98940449,962.00000,,2016-05-26 11:34:51,27.989404489999998,108.795339700000000,Locality 1,,,,Bedding,48.922843929999999,49.049987790000003,,,,Banxi Group (undifferentiated)
108.79568713,27.98979663,970.00000,,2016-05-26 11:59:53,27.989796630000001,108.795687130000005,Locality 1,GC hongzixi 2 138.3,221_1464235193.jpg,99.282836910000000,,,,,,,
108.79562116,27.99012789,963.00000,,2016-05-26 12:12:17,27.990127890000000,108.795621159999996,Locality 1,GC hongzixi 2 159.4.,222_1464235937.jpg,109.142181399999998,,,,,,,
108.79582166,27.99017156,967.00000,,2016-05-26 13:53:51,27.990171560000000,108.795821660000001,Locality 1,,,,Bedding,28.512031560000000,24.553003310000001,,,,Banxi Group (undifferentiated)
108.79609533,27.99051119,972.00000,,2016-05-26 14:04:23,27.990511189999999,108.796095330000000,Locality 1,,,,Bedding,11.289589879999999,31.933013920000000,,,,Banxi Group (undifferentiated)
108.79616439,27.99074282,965.00000,,2016-05-26 14:11:32,27.990742820000001,108.796164390000001,Locality 1,,,,Bedding,357.353057859999979,39.554359439999999,,,,Banxi Group (undifferentiated)
108.79618895,27.99093205,965.00000,,2016-05-26 14:14:34,27.990932050000001,108.796188950000001,Locality 1,204.6 in hongzixi 2. About to move along strike.,,,,,,,,,
108.79667988,27.99066253,1002.00000,,2016-05-26 14:25:23,27.990662530000002,108.796679879999999,Locality 1,202.5 in hongzixi 2. End projection. Note lower height than start of projection.,,,,,,,,,
108.7972864,27.99137687,998.00000,,2016-05-26 15:04:02,27.991376870000000,108.797286400000004,Locality 1,269.0 in hongzixi 2. Checkpoint 1. Marked by large dip slope.,228_1464246242.jpg,153.964080810000013,,,,,,,
108.79780968,27.99212974,984.00000,,2016-05-26 15:19:09,27.992129739999999,108.797809680000000,Locality 1,342.8 in hongzixi 2. Checkpoint 2. Marked by red paint and marks on dipslope.,229_1464247149.jpg,159.986068730000000,,,,,,,
108.79714893,27.99105819,1002.00000,,2016-05-26 16:55:48,27.991058190000000,108.797148930000006,Locality 1,Start 16TR006,,,,,,,,,
108.79718556,27.99142163,998.00000,,2016-05-26 16:57:01,27.991421630000001,108.797185560000003,Locality 1,End 16TR006,,,,,,,,,
108.79732185,27.99120907,1002.00000,,2016-05-26 17:00:02,27.991209070000000,108.797321850000003,Locality 1,,,,Bedding,29.918972019999998,42.959899900000003,,,,Banxi Group (undifferentiated)
108.79729545,27.99126749,998.00000,,2016-05-26 17:01:10,27.991267489999998,108.797295449999993,Locality 1,,,,Bedding,27.535951610000001,44.238800050000002,,,,Banxi Group (undifferentiated)
108.79724247,27.99119997,1002.00000,,2016-05-26 17:02:24,27.991199970000000,108.797242470000000,Locality 1,,,,Bedding,31.903533939999999,48.180500029999997,,,,Banxi Group (undifferentiated)
108.79730207,27.99113049,1002.00000,,2016-05-26 17:03:28,27.991130490000000,108.797302070000001,Locality 1,,,,Bedding,32.969219209999999,46.062023160000003,,,,Banxi Group (undifferentiated)
108.79721129,27.99113874,1002.00000,,2016-05-26 17:04:31,27.991138740000000,108.797211290000007,Locality 1,,,,Bedding,40.395835880000000,46.088603970000001,,,,Banxi Group (undifferentiated)
108.79742134,27.99165373,1009.00000,,2016-05-26 17:21:47,27.991653729999999,108.797421340000000,Locality 1,,,,Cleavage,81.150848389999993,63.106689449999998,,,,Banxi Group (undifferentiated)
108.79740668,27.99162544,1009.00000,,2016-05-26 17:22:43,27.991625440000000,108.797406679999995,Locality 1,,,,Cleavage,18.994825360000000,69.663780209999999,,,,Banxi Group (undifferentiated)
108.79730752,27.99142926,998.00000,,2016-05-26 17:26:18,27.991429260000000,108.797307520000004,Locality 1,,,,Cleavage,42.800773620000001,70.898262020000004,,,,Banxi Group (undifferentiated)
108.7973905,27.99156417,1009.00000,,2016-05-26 17:29:23,27.991564170000000,108.797390500000006,Locality 1,,,,Bedding,31.612613679999999,46.419124600000004,,,,Banxi Group (undifferentiated)
108.79735027,27.99156123,975.00000,,2016-05-26 17:30:13,27.991561229999999,108.797350269999995,Locality 1,,,,Bedding,34.423767089999998,47.273509980000000,,,,Banxi Group (undifferentiated)
108.79727944,27.99160951,975.00000,,2016-05-26 17:31:45,27.991609510000000,108.797279439999997,Locality 1,,,,Bedding,25.505382539999999,44.629955289999998,,,,Banxi Group (undifferentiated)
108.79731699,27.99148617,998.00000,,2016-05-26 17:35:42,27.991486170000002,108.797316989999999,Locality 1,,,,Bedding,40.483394619999999,44.320182799999998,,,,Banxi Group (undifferentiated)
108.79734448,27.99156651,975.00000,,2016-05-26 17:36:28,27.991566509999998,108.797344480000007,Locality 1,,,,Bedding,32.756202700000003,45.251739499999999,,,,Banxi Group (undifferentiated)
108.79738731,27.99167426,1009.00000,,2016-05-26 17:40:44,27.991674260000000,108.797387310000005,Locality 1,,,,Cleavage,25.228151319999998,65.995689389999995,,,,Banxi Group (undifferentiated)
108.79739854,27.99167506,1009.00000,,2016-05-26 17:44:05,27.991675059999999,108.797398540000003,Locality 1,,,,Cleavage,33.520927430000000,73.716400149999998,,,,Banxi Group (undifferentiated)
108.7973242,27.99174107,975.00000,,2016-05-26 18:09:40,27.991741070000000,108.797324200000006,Locality 1,,,,Cleavage,7.310563090000000,62.258529660000001,,,,Banxi Group (undifferentiated)
108.79739561,27.99176361,1009.00000,,2016-05-26 18:10:30,27.991763610000000,108.797395609999995,Locality 1,,,,Cleavage,29.579940799999999,77.211753849999994,,,,Banxi Group (undifferentiated)
108.79741279,27.99179194,1009.00000,,2016-05-26 18:10:55,27.991791939999999,108.797412789999996,Locality 1,,,,Cleavage,56.852672579999997,61.480632780000001,,,,Banxi Group (undifferentiated)
108.79725354,27.99136061,998.00000,,2016-05-26 18:13:31,27.991360610000001,108.797253540000000,Locality 1,,,,Cleavage,15.899358749999999,78.791542050000004,,,,Banxi Group (undifferentiated)
108.79718958,27.99127977,998.00000,,2016-05-26 18:14:10,27.991279769999998,108.797189579999994,Locality 1,,,,Cleavage,41.858108520000002,62.320541380000002,,,,Banxi Group (undifferentiated)
108.79730442,27.99148282,998.00000,,2016-05-26 18:15:34,27.991482820000002,108.797304420000003,Locality 1,Start 16TR007,,,,,,,,,
108.79736912,27.99168244,1009.00000,,2016-05-26 18:16:14,27.991682440000002,108.797369119999999,Locality 1,End 16TR007,,,,,,,,,
108.79811939,27.99276605,1013.00000,,2016-05-27 08:52:44,27.992766050000000,108.798119389999997,Locality 1,Checkpoint 3 in hongzixi 2. Marked by a little valley coming down. Also broke up the Rock and made a number of marks.,254_1464310364.jpg,118.847534179999997,,,,,,,
108.79819122,27.99321616,1031.00000,,2016-05-27 09:12:46,27.993216159999999,108.798191220000007,Locality 1,Checkpoint 4 in hongzixi 2. Marked be end of outcrop along this stretch of the road and cable bundled at the ground. Begin move along strike.,255_1464311566.jpg,56.312629700000002,,,,,,,
108.79820975,27.99315685,1045.00000,,2016-05-27 09:13:30,27.993156849999998,108.798209749999998,Locality 1,,,,Bedding,52.344570160000004,35.735748289999997,,,,Banxi Group (undifferentiated)
108.79775402,27.99216486,984.00000,,2016-05-27 10:25:04,27.992164859999999,108.797754019999999,Locality 1,Start 16TR008,,,,,,,,,
108.79782594,27.99215044,984.00000,,2016-05-27 10:25:41,27.992150440000000,108.797825939999996,Locality 1,,,,Bedding,26.830423360000001,44.249664310000000,,,,Banxi Group (undifferentiated)
108.79782275,27.9921631,984.00000,,2016-05-27 10:26:00,27.992163099999999,108.797822749999995,Locality 1,,,,Bedding,34.271549219999997,43.068740839999997,,,,Banxi Group (undifferentiated)
108.79784597,27.99217768,984.00000,,2016-05-27 10:26:25,27.992177680000001,108.797845969999997,Locality 1,,,,Bedding,31.114944460000000,43.541076660000002,,,,Banxi Group (undifferentiated)
108.79790959,27.99222437,984.00000,,2016-05-27 10:27:02,27.992224369999999,108.797909590000003,Locality 1,,,,Bedding,25.548032760000002,44.711723329999998,,,,Banxi Group (undifferentiated)
108.79801436,27.99231066,1021.00000,,2016-05-27 10:27:43,27.992310660000001,108.798014359999996,Locality 1,,,,Bedding,33.078254700000002,44.635669710000002,,,,Banxi Group (undifferentiated)
108.79791914,27.99222747,1021.00000,,2016-05-27 10:30:29,27.992227470000000,108.797919140000005,Locality 1,,,,Cleavage,30.459211350000000,82.437896730000006,,,,Banxi Group (undifferentiated)
108.79788755,27.9921978,984.00000,,2016-05-27 10:30:45,27.992197800000000,108.797887549999999,Locality 1,,,,Cleavage,41.673610689999997,72.788726810000000,,,,Banxi Group (undifferentiated)
108.79785871,27.99217584,984.00000,,2016-05-27 10:31:24,27.992175840000002,108.797858710000000,Locality 1,,,,Cleavage,3.530607700000000,70.557495119999999,,,,Banxi Group (undifferentiated)
108.79782124,27.99218719,984.00000,,2016-05-27 10:32:21,27.992187189999999,108.797821240000005,Locality 1,,,,Cleavage,48.666324619999997,63.122879030000000,,,,Banxi Group (undifferentiated)
108.79787648,27.99219876,984.00000,,2016-05-27 10:33:44,27.992198760000001,108.797876479999999,Locality 1,,,,Cleavage,73.708251950000005,64.433212280000006,,,,Banxi Group (undifferentiated)
108.79797656,27.99230521,1021.00000,,2016-05-27 10:34:27,27.992305210000001,108.797976559999995,Locality 1,End 16TR008,,,,,,,,,
108.79820623,27.99290728,1051.00000,,2016-05-27 10:56:38,27.992907280000001,108.798206230000005,Locality 1,,,,Bedding,34.300483700000001,43.173366549999997,,,,Banxi Group (undifferentiated)
108.79820639,27.99289396,1051.00000,,2016-05-27 10:58:30,27.992893960000000,108.798206390000004,Locality 1,,,,Bedding,38.041294100000002,45.511058810000002,,,,Banxi Group (undifferentiated)
108.79823699,27.99287489,1051.00000,,2016-05-27 10:58:56,27.992874890000000,108.798236990000007,Locality 1,,,,Bedding,46.454460140000002,47.534580230000003,,,,Banxi Group (undifferentiated)
108.79823866,27.99292086,1045.00000,,2016-05-27 10:59:52,27.992920860000002,108.798238659999996,Locality 1,,,,Bedding,31.136131290000002,42.484031680000001,,,,Banxi Group (undifferentiated)
108.7982452,27.99296047,1045.00000,,2016-05-27 11:00:12,27.992960470000000,108.798245199999997,Locality 1,,,,Bedding,31.036415099999999,41.656444550000003,,,,Banxi Group (undifferentiated)
108.79816993,27.99271651,1013.00000,,2016-05-27 11:16:22,27.992716510000001,108.798169930000000,Locality 1,Start 16TR009,,,,,,,,,
108.79825241,27.99298695,1045.00000,,2016-05-27 11:17:18,27.992986949999999,108.798252410000003,Locality 1,End 16TR009,,,,,,,,,
108.79813045,27.99272473,1013.00000,,2016-05-27 11:20:15,27.992724729999999,108.798130450000002,Locality 1,,,,Cleavage,75.542480470000001,65.754013060000005,,,,Banxi Group (undifferentiated)
108.7981587,27.99274136,1013.00000,,2016-05-27 11:20:37,27.992741360000000,108.798158700000002,Locality 1,,,,Cleavage,32.954147339999999,76.615356449999993,,,,Banxi Group (undifferentiated)
108.79817018,27.99274455,1013.00000,,2016-05-27 11:20:46,27.992744550000001,108.798170180000000,Locality 1,,,,Cleavage,20.445987700000000,77.504486080000007,,,,Banxi Group (undifferentiated)
108.79784446,27.99378315,1027.00000,,2016-05-27 11:34:11,27.993783149999999,108.797844459999993,Locality 1,Ash layer at 462.4 in Hongzixi 2.,279_1464320051.jpg,121.795211789999996,,,,,,,
108.79837135,27.99455734,1066.00000,,2016-05-27 14:05:21,27.994557340000000,108.798371349999996,Locality 1,,,,Bedding,40.391536709999997,37.468254090000002,,,,Banxi Group (undifferentiated)
108.79848191,27.99538703,1089.00000,,2016-05-27 14:32:21,27.995387030000000,108.798481910000007,Locality 1,,,,Bedding,46.732959749999999,41.091823580000003,,,,Banxi Group (undifferentiated)
108.79833095,27.9954219,1078.00000,,2016-05-27 14:34:08,27.995421900000000,108.798330949999993,Locality 1,,,,Bedding,59.801681520000002,48.091682429999999,,,,Banxi Group (undifferentiated)
108.79848769,27.99499777,1081.00000,,2016-05-27 14:39:01,27.994997770000001,108.798487690000002,Locality 1,,,,Bedding,46.395755770000001,52.653839110000000,,,,Banxi Group (undifferentiated)
108.79846799,27.99498528,1067.00000,,2016-05-27 14:42:02,27.994985280000002,108.798467990000006,Locality 1,566.9 in hongzixi 2. Start projection along strike.,,,,,,,,,
108.79825166,27.99462155,1060.00000,,2016-05-27 14:56:05,27.994621550000002,108.798251660000005,Locality 1,Start 16TR010,,,,,,,,,
108.79828502,27.99479543,1060.00000,,2016-05-27 14:56:42,27.994795430000000,108.798285019999994,Locality 1,End 16TR010,,,,,,,,,
108.79791839,27.99395779,1045.00000,,2016-05-27 15:03:05,27.993957790000000,108.797918390000007,Locality 1,470.7 ash in hongzixi 2,287_1464332585.jpg,109.519363400000003,,,,,,,
