tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	sequence	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-11 18:30:24	LT-NO:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T0	2.1	337.1	None	g	49.1	9.509999999999999e-09	0.0	8.0	2.82e-10	2.02e-10	1.48e-10	u	273.0	427.0	0.0	0.0	0.0	0.0	273.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-14 16:46:24	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T1	1.9	337.1	None	g	43.4	8.399999999999999e-09	1.0	8.0	2.23e-10	1.6000000000000002e-10	1.26e-10	u	273.0	428.0	0.0	0.0	0.0	0.0	373.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-15 17:04:14	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T2	2.3	334.8	None	g	40.7	7.96e-09	2.0	8.0	1.46e-10	2.69e-10	1.3000000000000002e-10	u	273.0	429.0	0.0	0.0	0.0	0.0	473.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-16 14:19:16	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T3	2.2	337.1	None	g	38.5	7.67e-09	3.0	8.0	1.48e-10	2.42e-10	1.2e-10	u	273.0	430.0	0.0	0.0	0.0	0.0	573.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-17 15:57:22	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T4	1.8	336.9	None	g	37.3	7.41e-09	4.0	8.0	1.72e-10	1.51e-10	1.09e-10	u	273.0	431.0	0.0	0.0	0.0	0.0	623.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-18 14:16:51	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T5	1.9	337.3	None	g	35.0	7.06e-09	5.0	8.0	1.6000000000000002e-10	1.48e-10	1.23e-10	u	273.0	432.0	0.0	0.0	0.0	0.0	673.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-05-21 11:17:02	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T6	2.1	338.0	None	g	31.6	6.73e-09	6.0	8.0	1.08e-10	2.0799999999999998e-10	1.08e-10	u	273.0	433.0	0.0	0.0	0.0	0.0	723.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-07-30 17:18:00	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T7	1.9	336.8	None	g	28.6	6.48e-09	7.0	8.0	1.5699999999999997e-10	1.48e-10	8.91e-11	u	273.0	434.0	0.0	0.0	0.0	0.0	748.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-07-31 13:42:28	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T8	3.1	337.6	None	g	25.6	6.06e-09	8.0	8.0	1.36e-10	1.48e-10	3.21e-10	u	273.0	435.0	0.0	0.0	0.0	0.0	773.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-01 11:46:07	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T9	2.2	338.3	None	g	23.9	5.8e-09	9.0	8.0	1.3000000000000002e-10	1.66e-10	1.12e-10	u	273.0	436.0	0.0	0.0	0.0	0.0	798.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-01 18:41:11	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T10	2.5	338.8	None	g	19.4	5.43e-09	10.0	8.0	9.16e-11	1.6199999999999998e-10	1.7500000000000002e-10	u	273.0	437.0	0.0	0.0	0.0	0.0	823.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-01 20:03:45	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T11	2.5	338.9	None	b	19.5	5.43e-09	11.0	8.0	1.03e-10	1.6299999999999998e-10	1.6199999999999998e-10	u	273.0	438.0	0.0	0.0	0.0	0.0	823.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-03 12:02:45	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T12	2.6	335.9	None	g	14.7	5.17e-09	12.0	8.0	1.31e-10	1.13e-10	2.0899999999999998e-10	u	273.0	439.0	0.0	0.0	0.0	0.0	828.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-03 18:59:00	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T13	2.2	334.3	None	g	12.5	4.99e-09	13.0	8.0	1.0699999999999999e-10	1.0699999999999999e-10	1.6000000000000002e-10	u	273.0	440.0	0.0	0.0	0.0	0.0	833.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-13 17:16:06	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T14	2.2	333.9	None	g	13.9	5e-09	14.0	8.0	1.0500000000000001e-10	1.66e-10	7.47e-11	u	273.0	441.0	0.0	0.0	0.0	0.0	838.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-14 14:10:04	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T15	2.8	333.8	None	g	11.6	5e-09	15.0	8.0	1.4500000000000002e-10	2.07e-10	8.2e-11	u	273.0	442.0	0.0	0.0	0.0	0.0	843.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-15 10:33:19	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T16	2.1	335.0	None	g	9.8	4.96e-09	16.0	8.0	9.51e-11	1.37e-10	1.0399999999999999e-10	u	273.0	443.0	0.0	0.0	0.0	0.0	848.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-15 17:38:31	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T17	1.9	334.4	None	g	7.9	4.99e-09	17.0	8.0	1.0399999999999999e-10	1.44e-10	6.77e-11	u	273.0	444.0	0.0	0.0	0.0	0.0	853.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-16 13:54:31	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T18	1.7	332.4	None	g	4.5	4.8100000000000006e-09	18.0	8.0	8.590000000000001e-11	1.08e-10	8.049999999999999e-11	u	273.0	445.0	0.0	0.0	0.0	0.0	873.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-17 12:08:57	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T19	2.6	330.1	None	g	-0.4	4.74e-09	19.0	8.0	1.18e-10	1.8399999999999998e-10	6.709999999999999e-11	u	273.0	446.0	0.0	0.0	0.0	0.0	893.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-08-28 13:48:21	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T20	2.3	331.2	None	g	-3.4	4.78e-09	20.0	8.0	1.17e-10	1.68e-10	4.8200000000000005e-11	u	273.0	447.0	0.0	0.0	0.0	0.0	903.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-10 12:20:55	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T21	1.5	329.1	None	g	-5.4	4.74e-09	21.0	8.0	8.99e-11	9.11e-11	7.93e-11	u	273.0	448.0	0.0	0.0	0.0	0.0	913.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-11 14:18:03	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T22	1.8	330.3	None	g	-7.0	4.64e-09	22.0	8.0	9.350000000000001e-11	1.08e-10	1.0200000000000001e-10	u	273.0	449.0	0.0	0.0	0.0	0.0	918.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-12 14:17:21	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T23	3.1	328.6	None	g	-8.8	4.670000000000001e-09	23.0	8.0	1.44e-10	2.11e-10	8.91e-11	u	273.0	450.0	0.0	0.0	0.0	0.0	923.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-20 14:44:18	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T24	2.6	329.8	None	g	-10.5	4.62e-09	24.0	8.0	1.2200000000000002e-10	1.55e-10	9.199999999999999e-11	u	273.0	451.0	0.0	0.0	0.0	0.0	928.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-21 12:07:22	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T25	1.6	328.8	None	g	-13.7	4.64e-09	25.0	8.0	7.34e-11	1.0200000000000001e-10	8.540000000000001e-11	u	273.0	452.0	0.0	0.0	0.0	0.0	933.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-24 14:33:18	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T26	2.1	329.9	None	g	-17.8	4.54e-09	26.0	8.0	9.940000000000001e-11	1.32e-10	7.520000000000001e-11	u	273.0	453.0	0.0	0.0	0.0	0.0	938.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-25 12:03:47	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T27	1.9	323.1	None	g	-21.9	4.670000000000001e-09	27.0	8.0	1.12e-10	1.11e-10	7.23e-11	u	273.0	454.0	0.0	0.0	0.0	0.0	943.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-25 20:12:50	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T28	3.4	333.1	None	g	-25.2	4.23e-09	28.0	8.0	1.38e-10	2.13e-10	6.67e-11	u	273.0	455.0	0.0	0.0	0.0	0.0	945.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-09-26 16:53:07	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T29	1.6	327.0	None	g	-30.1	4.11e-09	29.0	8.0	5.4799999999999994e-11	9.890000000000002e-11	6.06e-11	u	273.0	456.0	0.0	0.0	0.0	0.0	947.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-04 16:54:38	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T30	1.3	323.2	None	g	-31.1	3.63e-09	30.0	8.0	5.4e-11	7.559999999999999e-11	3.98e-11	u	273.0	457.0	0.0	0.0	0.0	0.0	949.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-05 13:58:37	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T31	2.2	316.0	None	g	-45.0	3.07e-09	31.0	8.0	7.7e-11	8.790000000000001e-11	3.25e-11	u	273.0	458.0	0.0	0.0	0.0	0.0	951.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-09 18:00:19	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T32	4.0	319.8	None	g	-57.2	1.7699999999999999e-09	32.0	8.0	8.29e-11	7.27e-11	8.16e-11	u	273.0	459.0	0.0	0.0	0.0	0.0	953.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-11 16:07:28	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T33	4.9	282.8	None	g	-38.8	1.1699999999999999e-09	33.0	8.0	7.02e-11	4.9500000000000004e-11	5.3e-11	u	273.0	460.0	0.0	0.0	0.0	0.0	955.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-12 14:33:38	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T34	6.1	166.0	None	g	-22.5	6.91e-10	34.0	8.0	6.27e-11	2.29e-11	5.56e-11	u	273.0	461.0	0.0	0.0	0.0	0.0	957.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-19 14:01:04	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T35	8.2	305.5	None	g	-11.2	1.19e-09	35.0	8.0	2.25e-11	1.7899999999999998e-11	1.73e-10	u	273.0	462.0	0.0	0.0	0.0	0.0	959.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-19 15:24:27	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T36	3.0	307.8	None	b	-8.6	1.18e-09	36.0	8.0	3.14e-11	4.0400000000000004e-11	4.3799999999999994e-11	u	273.0	463.0	0.0	0.0	0.0	0.0	959.0
None	This study	Luoman3	TR038-L	TR038	TR038-La	TR038-La:LP-DIR-T	hargrave 2018-10-20 13:27:26	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-La:LP-DIR-T37	4.1	97.2	None	b	1.0	1.1699999999999999e-09	37.0	8.0	7.32e-11	3.39e-11	3.71e-11	u	273.0	464.0	0.0	0.0	0.0	0.0	961.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-11 18:31:44	LT-NO:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T0	1.8	65.4	None	g	-48.1	2.8999999999999998e-08	0.0	8.0	5.13e-10	6.569999999999999e-10	5.09e-10	u	273.0	465.0	0.0	0.0	0.0	0.0	273.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-14 16:47:47	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T1	1.8	64.5	None	g	-49.7	3.01e-08	1.0	8.0	5.28e-10	7.21e-10	4.979999999999999e-10	u	273.0	466.0	0.0	0.0	0.0	0.0	373.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-15 17:05:33	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T2	1.7	62.7	None	g	-50.2	3.09e-08	2.0	8.0	4.85e-10	7.000000000000001e-10	5.02e-10	u	273.0	467.0	0.0	0.0	0.0	0.0	473.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-16 14:20:36	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T3	1.7	64.0	None	g	-51.0	3.11e-08	3.0	8.0	6.03e-10	6.22e-10	5.49e-10	u	273.0	468.0	0.0	0.0	0.0	0.0	573.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-17 15:58:42	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T4	1.7	65.3	None	g	-51.2	3.1299999999999996e-08	4.0	8.0	5.44e-10	7.059999999999999e-10	5.03e-10	u	273.0	469.0	0.0	0.0	0.0	0.0	623.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-18 14:18:15	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T5	1.8	64.9	None	g	-51.5	3.14e-08	5.0	8.0	5.29e-10	6.85e-10	5.530000000000001e-10	u	273.0	470.0	0.0	0.0	0.0	0.0	673.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-05-21 11:18:22	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T6	1.9	63.4	None	g	-51.5	3.12e-08	6.0	8.0	5.95e-10	8.160000000000001e-10	4.87e-10	u	273.0	471.0	0.0	0.0	0.0	0.0	723.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-07-30 17:19:26	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T7	2.0	63.5	None	g	-52.2	3.1e-08	7.0	8.0	7.45e-10	8.01e-10	3.34e-10	u	273.0	472.0	0.0	0.0	0.0	0.0	748.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-07-31 13:43:54	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T8	1.8	63.9	None	g	-52.7	3.09e-08	8.0	8.0	7.910000000000001e-10	5.57e-10	3.09e-10	u	273.0	473.0	0.0	0.0	0.0	0.0	773.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-01 11:47:34	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T9	2.4	64.6	None	g	-53.0	3.08e-08	9.0	8.0	1.0499999999999999e-09	7.59e-10	2.85e-10	u	273.0	474.0	0.0	0.0	0.0	0.0	798.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-01 18:42:40	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T10	1.8	65.6	None	g	-54.4	3.1e-08	10.0	8.0	7.96e-10	5.530000000000001e-10	4.21e-10	u	273.0	475.0	0.0	0.0	0.0	0.0	823.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-01 20:06:20	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T11	1.9	65.6	None	g	-53.8	3.07e-08	11.0	8.0	7.83e-10	5.91e-10	3.57e-10	u	273.0	476.0	0.0	0.0	0.0	0.0	823.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-03 12:04:11	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T12	1.8	64.3	None	g	-54.9	3.07e-08	12.0	8.0	6.98e-10	5.98e-10	2.88e-10	u	273.0	477.0	0.0	0.0	0.0	0.0	828.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-03 19:00:24	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T13	2.5	66.2	None	g	-55.1	3.09e-08	13.0	8.0	9.09e-10	9.62e-10	3.06e-10	u	273.0	478.0	0.0	0.0	0.0	0.0	833.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-13 17:17:32	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T14	2.5	65.0	None	g	-55.0	3.09e-08	14.0	8.0	9.669999999999999e-10	9.64e-10	2.16e-10	u	273.0	479.0	0.0	0.0	0.0	0.0	838.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-14 14:11:30	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T15	3.0	65.3	None	g	-55.1	3.1e-08	15.0	8.0	1.35e-09	8.849999999999998e-10	2.0799999999999998e-10	u	273.0	480.0	0.0	0.0	0.0	0.0	843.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-15 10:34:44	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T16	3.0	65.9	None	g	-55.1	3.12e-08	16.0	8.0	1.11e-09	1.2800000000000001e-09	2.12e-10	u	273.0	481.0	0.0	0.0	0.0	0.0	848.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-15 17:40:01	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T17	2.0	66.4	None	g	-55.7	3.11e-08	17.0	8.0	8.800000000000002e-10	6.29e-10	2.0899999999999998e-10	u	273.0	482.0	0.0	0.0	0.0	0.0	853.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-16 13:56:46	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T18	2.0	65.7	None	g	-55.0	3.11e-08	18.0	8.0	6.42e-10	8.67e-10	2.79e-10	u	273.0	483.0	0.0	0.0	0.0	0.0	873.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-17 12:10:22	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T19	4.1	65.8	None	g	-54.6	3.18e-08	19.0	8.0	8.790000000000002e-10	2.55e-09	1.5e-10	u	273.0	484.0	0.0	0.0	0.0	0.0	893.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-08-28 13:49:47	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T20	2.3	66.4	None	g	-55.9	3.16e-08	20.0	8.0	9.31e-10	9.18e-10	2.3199999999999997e-10	u	273.0	485.0	0.0	0.0	0.0	0.0	903.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-10 12:22:20	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T21	2.4	62.8	None	g	-57.4	3.07e-08	21.0	8.0	9.84e-10	6.700000000000001e-10	6.569999999999999e-10	u	273.0	486.0	0.0	0.0	0.0	0.0	913.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-11 14:19:28	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T22	2.5	62.1	None	g	-57.9	3.06e-08	22.0	8.0	1.0300000000000002e-09	5.99e-10	6.91e-10	u	273.0	487.0	0.0	0.0	0.0	0.0	918.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-12 14:18:40	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T23	3.3	62.4	None	g	-57.2	3.0499999999999995e-08	23.0	8.0	1.4300000000000002e-09	8.18e-10	7.939999999999999e-10	u	273.0	488.0	0.0	0.0	0.0	0.0	923.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-20 14:45:38	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T24	2.0	62.1	None	g	-58.1	3.06e-08	24.0	8.0	6.34e-10	6.169999999999999e-10	7.37e-10	u	273.0	489.0	0.0	0.0	0.0	0.0	928.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-21 12:08:41	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T25	1.8	62.5	None	g	-57.9	3.06e-08	25.0	8.0	6.06e-10	5.49e-10	6.93e-10	u	273.0	490.0	0.0	0.0	0.0	0.0	933.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-24 14:34:43	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T26	2.1	65.0	None	g	-55.9	3e-08	26.0	8.0	7.67e-10	7.01e-10	3.57e-10	u	273.0	491.0	0.0	0.0	0.0	0.0	938.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-25 12:05:17	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T27	2.3	63.0	None	g	-55.7	3.01e-08	27.0	8.0	8.150000000000001e-10	8.800000000000002e-10	3.17e-10	u	273.0	492.0	0.0	0.0	0.0	0.0	943.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-25 20:14:19	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T28	3.7	65.9	None	g	-56.2	2.9500000000000006e-08	28.0	8.0	1.59e-09	9.800000000000001e-10	3.1600000000000005e-10	u	273.0	493.0	0.0	0.0	0.0	0.0	945.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-09-26 16:54:27	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T29	1.9	65.5	None	g	-55.9	2.97e-08	29.0	8.0	6.78e-10	6.01e-10	3.48e-10	u	273.0	494.0	0.0	0.0	0.0	0.0	947.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-10-04 16:56:02	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T30	2.1	62.8	None	g	-56.7	2.8199999999999998e-08	30.0	8.0	7.530000000000001e-10	6.320000000000001e-10	3.4700000000000004e-10	u	273.0	495.0	0.0	0.0	0.0	0.0	949.0
None	This study	Luoman3	TR038-M	TR038	TR038-Ma	TR038-Ma:LP-DIR-T	hargrave 2018-10-05 14:00:00	LT-T-Z:LP-DIR-T	pmagpy-4.2.4	TR038-Ma:LP-DIR-T31	3.4	61.6	None	g	-56.6	2.57e-08	31.0	8.0	1.31e-09	7.389999999999999e-10	3.44e-10	u	273.0	496.0	0.0	0.0	0.0	0.0	951.0
