tab	measurements
experiment	specimen	measurement	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
TR032-Ba:LP-DIR-T	TR032-Ba	TR032-Ba:LP-DIR-T41	    7.2	290.5	-03.5 	0	0	0.00	0.00	41	  963.0	This study	hargrave 2018-10-20 16:40:31	LT-T-Z:LP-DIR-T	g	82	u	8	273			pmagpy-4.2.4	2.46e-09	1.07e-10	4.96e-10	2.73e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T0	    2.2	122.4	 12.9 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 14:45:40	LT-NO:LP-DIR-T	g	83	u	8	273			pmagpy-4.2.4	4.30e-08	1.37e-09	9.16e-10	6.71e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T1	    1.2	122.2	 10.2 	0	0	0.00	0.00	1	  373.0	This study	hargrave 2018-05-14 13:29:28	LT-T-Z:LP-DIR-T	g	84	u	8	273			pmagpy-4.2.4	4.29e-08	6.04e-10	6.90e-10	5.32e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T2	    2.5	122.5	 09.4 	0	0	0.00	0.00	2	  473.0	This study	hargrave 2018-05-15 11:24:56	LT-T-Z:LP-DIR-T	g	85	u	8	273			pmagpy-4.2.4	4.27e-08	1.56e-09	1.01e-09	6.03e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T3	    1.5	122.5	 08.6 	0	0	0.00	0.00	3	  573.0	This study	hargrave 2018-05-16 10:00:25	LT-T-Z:LP-DIR-T	g	86	u	8	273			pmagpy-4.2.4	4.27e-08	8.38e-10	7.68e-10	5.78e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T4	    2.1	121.6	 08.1 	0	0	0.00	0.00	4	  623.0	This study	hargrave 2018-05-16 17:47:35	LT-T-Z:LP-DIR-T	g	87	u	8	273			pmagpy-4.2.4	4.25e-08	1.33e-09	9.78e-10	5.88e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T5	    2.0	123.2	 07.6 	0	0	0.00	0.00	5	  673.0	This study	hargrave 2018-05-18 10:52:40	LT-T-Z:LP-DIR-T	g	88	u	8	273			pmagpy-4.2.4	4.25e-08	1.23e-09	9.21e-10	5.38e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T6	    1.7	122.2	 06.9 	0	0	0.00	0.00	6	  723.0	This study	hargrave 2018-05-18 17:11:20	LT-T-Z:LP-DIR-T	g	89	u	8	273			pmagpy-4.2.4	4.21e-08	9.83e-10	7.21e-10	6.49e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T7	    1.2	121.4	 06.6 	0	0	0.00	0.00	7	  748.0	This study	hargrave 2018-05-21 15:22:20	LT-T-Z:LP-DIR-T	g	90	u	8	273			pmagpy-4.2.4	4.18e-08	5.43e-10	7.24e-10	5.59e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T8	    2.6	121.8	 06.2 	0	0	0.00	0.00	8	  773.0	This study	hargrave 2018-07-31 10:07:43	LT-T-Z:LP-DIR-T	g	91	u	8	273			pmagpy-4.2.4	4.17e-08	1.57e-09	1.17e-09	4.37e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T9	    2.5	122.7	 04.9 	0	0	0.00	0.00	9	  798.0	This study	hargrave 2018-07-31 16:48:55	LT-T-Z:LP-DIR-T	g	92	u	8	273			pmagpy-4.2.4	4.14e-08	1.43e-09	1.07e-09	5.32e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T10	    2.6	120.7	 05.2 	0	0	0.00	0.00	10	  823.0	This study	hargrave 2018-08-01 14:54:29	LT-T-Z:LP-DIR-T	g	93	u	8	273			pmagpy-4.2.4	4.10e-08	1.56e-09	1.04e-09	4.38e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T11	    1.3	121.7	 04.7 	0	0	0.00	0.00	11	  828.0	This study	hargrave 2018-08-02 12:03:05	LT-T-Z:LP-DIR-T	g	94	u	8	273			pmagpy-4.2.4	4.08e-08	5.71e-10	7.45e-10	5.46e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T12	    2.0	122.7	 04.3 	0	0	0.00	0.00	12	  833.0	This study	hargrave 2018-08-03 15:12:19	LT-T-Z:LP-DIR-T	g	95	u	8	273			pmagpy-4.2.4	4.04e-08	7.47e-10	8.33e-10	1.06e-09
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T13	    1.4	121.5	 04.6 	0	0	0.00	0.00	13	  838.0	This study	hargrave 2018-08-13 13:30:58	LT-T-Z:LP-DIR-T	g	96	u	8	273			pmagpy-4.2.4	4.04e-08	6.74e-10	6.28e-10	5.81e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T14	    3.0	122.0	 04.3 	0	0	0.00	0.00	14	  843.0	This study	hargrave 2018-08-14 10:21:38	LT-T-Z:LP-DIR-T	g	97	u	8	273			pmagpy-4.2.4	4.02e-08	1.79e-09	1.16e-09	4.86e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T15	    2.2	122.3	 03.9 	0	0	0.00	0.00	15	  848.0	This study	hargrave 2018-08-14 17:09:14	LT-T-Z:LP-DIR-T	g	98	u	8	273			pmagpy-4.2.4	4.00e-08	1.27e-09	8.62e-10	5.03e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T16	    2.3	121.7	 03.8 	0	0	0.00	0.00	16	  853.0	This study	hargrave 2018-08-15 13:43:56	LT-T-Z:LP-DIR-T	g	99	u	8	273			pmagpy-4.2.4	3.97e-08	1.34e-09	8.11e-10	5.19e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T17	    2.1	121.9	 03.2 	0	0	0.00	0.00	17	  873.0	This study	hargrave 2018-08-16 10:11:38	LT-T-Z:LP-DIR-T	g	100	u	8	273			pmagpy-4.2.4	3.98e-08	1.19e-09	8.19e-10	4.34e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T18	    2.2	124.4	 02.6 	0	0	0.00	0.00	18	  893.0	This study	hargrave 2018-08-16 17:04:45	LT-T-Z:LP-DIR-T	g	101	u	8	273			pmagpy-4.2.4	3.96e-08	1.16e-09	8.90e-10	4.61e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T19	    1.7	123.7	 02.4 	0	0	0.00	0.00	19	  903.0	This study	hargrave 2018-08-17 15:13:49	LT-T-Z:LP-DIR-T	g	102	u	8	273			pmagpy-4.2.4	3.96e-08	8.78e-10	7.84e-10	4.39e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T20	    1.6	121.8	 01.9 	0	0	0.00	0.00	20	  913.0	This study	hargrave 2018-08-28 16:47:32	LT-T-Z:LP-DIR-T	g	103	u	8	273			pmagpy-4.2.4	3.97e-08	8.24e-10	9.14e-10	5.02e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T21	    2.3	124.8	 00.2 	0	0	0.00	0.00	21	  918.0	This study	hargrave 2018-09-10 15:39:57	LT-T-Z:LP-DIR-T	g	104	u	8	273			pmagpy-4.2.4	3.90e-08	1.11e-09	1.24e-09	6.58e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T22	    1.6	122.4	-00.1 	0	0	0.00	0.00	22	  923.0	This study	hargrave 2018-09-11 17:31:55	LT-T-Z:LP-DIR-T	g	105	u	8	273			pmagpy-4.2.4	3.88e-08	7.73e-10	9.54e-10	7.00e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T23	    2.3	123.5	-00.2 	0	0	0.00	0.00	23	  928.0	This study	hargrave 2018-09-12 18:02:56	LT-T-Z:LP-DIR-T	g	106	u	8	273			pmagpy-4.2.4	3.87e-08	1.08e-09	1.22e-09	6.53e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T24	    2.4	123.3	-00.9 	0	0	0.00	0.00	24	  933.0	This study	hargrave 2018-09-20 17:30:26	LT-T-Z:LP-DIR-T	g	107	u	8	273			pmagpy-4.2.4	3.83e-08	1.30e-09	1.05e-09	8.20e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T25	    1.6	122.9	-01.4 	0	0	0.00	0.00	25	  938.0	This study	hargrave 2018-09-21 16:09:43	LT-T-Z:LP-DIR-T	g	108	u	8	273			pmagpy-4.2.4	3.84e-08	8.34e-10	7.43e-10	6.73e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T26	    1.3	121.9	-00.2 	0	0	0.00	0.00	26	  943.0	This study	hargrave 2018-09-24 17:22:23	LT-T-Z:LP-DIR-T	g	109	u	8	273			pmagpy-4.2.4	3.77e-08	6.84e-10	4.16e-10	6.32e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T27	    2.5	122.9	-00.3 	0	0	0.00	0.00	27	  945.0	This study	hargrave 2018-09-25 15:47:01	LT-T-Z:LP-DIR-T	g	110	u	8	273			pmagpy-4.2.4	3.76e-08	1.23e-09	1.11e-09	5.42e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T28	    2.8	122.5	-00.6 	0	0	0.00	0.00	28	  947.0	This study	hargrave 2018-09-26 12:06:47	LT-T-Z:LP-DIR-T	g	111	u	8	273			pmagpy-4.2.4	3.68e-08	1.42e-09	1.13e-09	5.37e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T29	    1.2	122.6	-01.5 	0	0	0.00	0.00	29	  949.0	This study	hargrave 2018-10-04 12:02:25	LT-T-Z:LP-DIR-T	g	112	u	8	273			pmagpy-4.2.4	3.65e-08	3.96e-10	4.18e-10	6.42e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T30	    1.4	122.9	-01.4 	0	0	0.00	0.00	30	  951.0	This study	hargrave 2018-10-05 09:47:05	LT-T-Z:LP-DIR-T	g	113	u	8	273			pmagpy-4.2.4	3.36e-08	4.31e-10	6.88e-10	4.85e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T31	    2.9	120.9	-02.8 	0	0	0.00	0.00	31	  953.0	This study	hargrave 2018-10-09 12:00:57	LT-T-Z:LP-DIR-T	g	114	u	8	273			pmagpy-4.2.4	2.92e-08	9.71e-10	5.12e-10	1.10e-09
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T32	    2.9	121.0	-02.1 	0	0	0.00	0.00	32	  955.0	This study	hargrave 2018-10-11 11:51:06	LT-T-Z:LP-DIR-T	g	115	u	8	273			pmagpy-4.2.4	1.70e-08	4.99e-10	5.48e-10	6.21e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T33	    3.2	125.0	-09.8 	0	0	0.00	0.00	33	  957.0	This study	hargrave 2018-10-12 09:58:12	LT-T-Z:LP-DIR-T	g	116	u	8	273			pmagpy-4.2.4	8.74e-09	2.74e-10	2.57e-10	3.50e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T34	    3.2	118.4	-05.4 	0	0	0.00	0.00	34	  959.0	This study	hargrave 2018-10-12 18:10:59	LT-T-Z:LP-DIR-T	g	117	u	8	273			pmagpy-4.2.4	2.64e-09	6.91e-11	9.55e-11	1.08e-10
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T35	    2.3	144.0	 21.4 	0	0	0.00	0.00	35	  961.0	This study	hargrave 2018-10-19 17:36:12	LT-T-Z:LP-DIR-T	g	118	u	8	273			pmagpy-4.2.4	1.82e-09	5.97e-11	4.52e-11	6.13e-11
TR032-Ca:LP-DIR-T	TR032-Ca	TR032-Ca:LP-DIR-T36	   45.9	006.1	-04.8 	0	0	0.00	0.00	36	  963.0	This study	hargrave 2018-10-20 16:42:27	LT-T-Z:LP-DIR-T	g	119	u	8	273			pmagpy-4.2.4	4.48e-10	4.76e-10	5.21e-11	3.08e-11
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T0	    2.2	149.2	-07.8 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 14:47:04	LT-NO:LP-DIR-T	g	120	u	8	273			pmagpy-4.2.4	6.09e-08	6.80e-10	1.29e-09	1.93e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T1	    1.5	150.7	-10.2 	0	0	0.00	0.00	1	  373.0	This study	hargrave 2018-05-14 13:30:51	LT-T-Z:LP-DIR-T	g	121	u	8	273			pmagpy-4.2.4	6.03e-08	5.92e-10	7.32e-10	1.43e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T2	    1.4	151.4	-11.0 	0	0	0.00	0.00	2	  473.0	This study	hargrave 2018-05-15 11:26:21	LT-T-Z:LP-DIR-T	g	122	u	8	273			pmagpy-4.2.4	6.04e-08	6.41e-10	5.71e-10	1.36e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T3	    1.5	151.5	-11.4 	0	0	0.00	0.00	3	  573.0	This study	hargrave 2018-05-16 10:01:56	LT-T-Z:LP-DIR-T	g	123	u	8	273			pmagpy-4.2.4	6.04e-08	6.17e-10	7.04e-10	1.42e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T4	    1.5	152.4	-11.8 	0	0	0.00	0.00	4	  623.0	This study	hargrave 2018-05-16 17:48:59	LT-T-Z:LP-DIR-T	g	124	u	8	273			pmagpy-4.2.4	6.04e-08	6.32e-10	5.88e-10	1.44e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T5	    1.4	152.3	-12.2 	0	0	0.00	0.00	5	  673.0	This study	hargrave 2018-05-18 10:54:04	LT-T-Z:LP-DIR-T	g	125	u	8	273			pmagpy-4.2.4	6.04e-08	6.26e-10	6.65e-10	1.30e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T6	    2.2	151.4	-12.5 	0	0	0.00	0.00	6	  723.0	This study	hargrave 2018-05-18 17:12:45	LT-T-Z:LP-DIR-T	g	126	u	8	273			pmagpy-4.2.4	6.02e-08	9.31e-10	1.63e-09	1.51e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T7	    1.9	151.7	-12.6 	0	0	0.00	0.00	7	  748.0	This study	hargrave 2018-05-21 15:23:44	LT-T-Z:LP-DIR-T	g	127	u	8	273			pmagpy-4.2.4	6.00e-08	7.97e-10	1.38e-09	1.42e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T8	    1.1	153.4	-13.3 	0	0	0.00	0.00	8	  773.0	This study	hargrave 2018-07-31 10:09:14	LT-T-Z:LP-DIR-T	g	128	u	8	273			pmagpy-4.2.4	5.97e-08	6.11e-10	7.99e-10	8.61e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T9	    1.7	152.9	-13.8 	0	0	0.00	0.00	9	  798.0	This study	hargrave 2018-07-31 16:50:25	LT-T-Z:LP-DIR-T	g	129	u	8	273			pmagpy-4.2.4	5.97e-08	9.72e-10	1.44e-09	8.20e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T10	    3.0	152.3	-13.5 	0	0	0.00	0.00	10	  823.0	This study	hargrave 2018-08-01 14:56:00	LT-T-Z:LP-DIR-T	g	130	u	8	273			pmagpy-4.2.4	5.93e-08	1.66e-09	2.64e-09	8.31e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T11	    1.5	151.9	-13.4 	0	0	0.00	0.00	11	  828.0	This study	hargrave 2018-08-02 12:04:36	LT-T-Z:LP-DIR-T	g	131	u	8	273			pmagpy-4.2.4	5.91e-08	6.82e-10	9.66e-10	1.19e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T12	    1.3	152.8	-14.4 	0	0	0.00	0.00	12	  833.0	This study	hargrave 2018-08-03 15:13:49	LT-T-Z:LP-DIR-T	g	132	u	8	273			pmagpy-4.2.4	5.92e-08	7.91e-10	1.03e-09	8.31e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T13	    1.2	154.1	-13.5 	0	0	0.00	0.00	13	  838.0	This study	hargrave 2018-08-13 13:32:28	LT-T-Z:LP-DIR-T	g	133	u	8	273			pmagpy-4.2.4	5.89e-08	5.54e-10	5.70e-10	1.11e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T14	    0.8	152.2	-13.7 	0	0	0.00	0.00	14	  843.0	This study	hargrave 2018-08-14 10:23:08	LT-T-Z:LP-DIR-T	g	134	u	8	273			pmagpy-4.2.4	5.89e-08	5.73e-10	5.35e-10	5.72e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T15	    1.5	153.5	-13.8 	0	0	0.00	0.00	15	  848.0	This study	hargrave 2018-08-14 17:10:44	LT-T-Z:LP-DIR-T	g	135	u	8	273			pmagpy-4.2.4	5.87e-08	1.01e-09	1.17e-09	5.93e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T16	    0.9	153.5	-13.8 	0	0	0.00	0.00	16	  853.0	This study	hargrave 2018-08-15 13:45:26	LT-T-Z:LP-DIR-T	g	136	u	8	273			pmagpy-4.2.4	5.86e-08	7.47e-10	5.40e-10	6.22e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T17	    1.0	154.1	-14.1 	0	0	0.00	0.00	17	  873.0	This study	hargrave 2018-08-16 10:13:09	LT-T-Z:LP-DIR-T	g	137	u	8	273			pmagpy-4.2.4	5.84e-08	6.40e-10	7.25e-10	5.10e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T18	    1.9	153.7	-14.7 	0	0	0.00	0.00	18	  893.0	This study	hargrave 2018-08-16 17:06:15	LT-T-Z:LP-DIR-T	g	138	u	8	273			pmagpy-4.2.4	5.69e-08	1.02e-09	1.56e-09	5.69e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T19	    2.4	153.4	-14.8 	0	0	0.00	0.00	19	  903.0	This study	hargrave 2018-08-17 15:15:20	LT-T-Z:LP-DIR-T	g	139	u	8	273			pmagpy-4.2.4	5.61e-08	1.10e-09	2.06e-09	5.34e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T20	    2.9	153.8	-14.9 	0	0	0.00	0.00	20	  913.0	This study	hargrave 2018-08-28 16:49:03	LT-T-Z:LP-DIR-T	g	140	u	8	273			pmagpy-4.2.4	5.53e-08	9.54e-10	2.67e-09	5.17e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T21	   12.4	151.8	-05.5 	0	0	0.00	0.00	21	  918.0	This study	hargrave 2018-09-10 15:41:25	LT-T-Z:LP-DIR-T	g	141	u	8	273			pmagpy-4.2.4	5.17e-08	8.95e-10	7.60e-10	1.15e-08
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T22	    5.3	152.0	-17.8 	0	0	0.00	0.00	22	  918.0	This study	hargrave 2018-09-10 17:23:20	LT-T-Z:LP-DIR-T	g	142	u	8	273			pmagpy-4.2.4	5.40e-08	1.79e-09	1.05e-09	5.32e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T23	    2.0	156.4	-17.2 	0	0	0.00	0.00	23	  923.0	This study	hargrave 2018-09-11 17:33:28	LT-T-Z:LP-DIR-T	g	143	u	8	273			pmagpy-4.2.4	5.29e-08	8.67e-10	1.56e-09	1.09e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T24	    5.0	160.3	-40.7 	0	0	0.00	0.00	24	  928.0	This study	hargrave 2018-09-12 18:04:20	LT-T-Z:LP-DIR-T	g	144	u	8	273			pmagpy-4.2.4	6.74e-08	1.07e-09	1.64e-09	7.72e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T25	    2.4	156.0	-15.8 	0	0	0.00	0.00	25	  933.0	This study	hargrave 2018-09-20 17:31:51	LT-T-Z:LP-DIR-T	g	145	u	8	273			pmagpy-4.2.4	5.07e-08	7.17e-10	1.91e-09	1.10e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T26	    2.0	148.9	-15.9 	0	0	0.00	0.00	26	  938.0	This study	hargrave 2018-09-21 16:11:07	LT-T-Z:LP-DIR-T	g	146	u	8	273			pmagpy-4.2.4	4.82e-08	7.04e-10	1.48e-09	8.91e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T27	    2.3	157.8	-15.5 	0	0	0.00	0.00	27	  943.0	This study	hargrave 2018-09-24 17:23:48	LT-T-Z:LP-DIR-T	g	147	u	8	273			pmagpy-4.2.4	4.74e-08	7.19e-10	1.77e-09	7.20e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T28	    2.3	152.1	-15.1 	0	0	0.00	0.00	28	  945.0	This study	hargrave 2018-09-25 15:48:31	LT-T-Z:LP-DIR-T	g	148	u	8	273			pmagpy-4.2.4	4.90e-08	7.41e-10	1.92e-09	7.01e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T29	    2.9	158.7	-15.2 	0	0	0.00	0.00	29	  947.0	This study	hargrave 2018-09-26 12:08:16	LT-T-Z:LP-DIR-T	g	149	u	8	273			pmagpy-4.2.4	4.52e-08	9.26e-10	2.21e-09	5.79e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T30	    2.6	149.3	-14.4 	0	0	0.00	0.00	30	  949.0	This study	hargrave 2018-10-04 12:03:56	LT-T-Z:LP-DIR-T	g	150	u	8	273			pmagpy-4.2.4	3.76e-08	5.46e-10	1.50e-09	7.82e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T31	    2.8	161.4	-17.6 	0	0	0.00	0.00	31	  951.0	This study	hargrave 2018-10-05 09:48:31	LT-T-Z:LP-DIR-T	g	151	u	8	273			pmagpy-4.2.4	3.75e-08	6.92e-10	2.01e-09	5.89e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T32	    6.7	148.9	-13.9 	0	0	0.00	0.00	32	  953.0	This study	hargrave 2018-10-09 12:02:31	LT-T-Z:LP-DIR-T	g	152	u	8	273			pmagpy-4.2.4	3.25e-08	9.85e-10	4.25e-09	9.24e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T33	    5.2	182.2	-22.7 	0	0	0.00	0.00	33	  955.0	This study	hargrave 2018-10-11 11:52:35	LT-T-Z:LP-DIR-T	g	153	u	8	273			pmagpy-4.2.4	1.62e-08	4.14e-10	1.35e-09	5.78e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T34	    4.4	120.6	-00.8 	0	0	0.00	0.00	34	  957.0	This study	hargrave 2018-10-12 09:59:41	LT-T-Z:LP-DIR-T	g	154	u	8	273			pmagpy-4.2.4	9.98e-09	2.77e-10	1.39e-09	5.05e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T35	   12.6	205.3	-20.6 	0	0	0.00	0.00	35	  959.0	This study	hargrave 2018-10-12 18:12:27	LT-T-Z:LP-DIR-T	g	155	u	8	273			pmagpy-4.2.4	6.01e-09	1.45e-10	1.46e-09	3.48e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T36	    4.0	230.1	-27.3 	0	0	0.00	0.00	36	  959.0	This study	hargrave 2018-10-19 10:33:50	LT-T-Z:LP-DIR-T	g	156	u	8	273			pmagpy-4.2.4	8.38e-09	2.49e-10	7.93e-10	4.42e-10
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T37	   36.6	047.3	 73.9 	0	0	0.00	0.00	37	  961.0	This study	hargrave 2018-10-19 17:37:25	LT-T-Z:LP-DIR-T	g	157	u	8	273			pmagpy-4.2.4	2.35e-08	7.05e-09	1.47e-09	2.19e-08
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T38	    8.0	051.9	 72.2 	0	0	0.00	0.00	38	  961.0	This study	hargrave 2018-10-20 10:41:02	LT-T-Z:LP-DIR-T	g	158	u	8	273			pmagpy-4.2.4	1.48e-08	2.30e-09	8.46e-10	6.32e-09
TR032-Ea:LP-DIR-T	TR032-Ea	TR032-Ea:LP-DIR-T39	   55.4	261.0	-05.6 	0	0	0.00	0.00	39	  963.0	This study	hargrave 2018-10-20 16:44:24	LT-T-Z:LP-DIR-T	g	159	u	8	273			pmagpy-4.2.4	1.72e-09	2.90e-10	1.82e-09	2.50e-10
TR032-Fa:LP-DIR-T	TR032-Fa	TR032-Fa:LP-DIR-T0	    3.0	193.4	 01.9 	0	0	0.00	0.00	0	273	This study	hargrave 2018-05-11 14:48:26	LT-NO:LP-DIR-T	g	160	u	8	273			pmagpy-4.2.4	3.38e-08	5.55e-10	1.37e-09	1.18e-09
TR032-Fa:LP-DIR-T	TR032-Fa	TR032-Fa:LP-DIR-T1	    1.6	194.9	 00.4 	0	0	0.00	0.00	1	  373.0	This study	hargrave 2018-05-14 13:32:12	LT-T-Z:LP-DIR-T	g	161	u	8	273			pmagpy-4.2.4	3.35e-08	5.67e-10	5.38e-10	7.49e-10
TR032-Fa:LP-DIR-T	TR032-Fa	TR032-Fa:LP-DIR-T2	    1.7	194.7	-00.7 	0	0	0.00	0.00	2	  473.0	This study	hargrave 2018-05-15 11:28:34	LT-T-Z:LP-DIR-T	g	162	u	8	273			pmagpy-4.2.4	3.33e-08	3.38e-10	5.35e-10	8.79e-10
TR032-Fa:LP-DIR-T	TR032-Fa	TR032-Fa:LP-DIR-T3	    1.8	196.3	-01.7 	0	0	0.00	0.00	3	  573.0	This study	hargrave 2018-05-16 10:04:17	LT-T-Z:LP-DIR-T	g	163	u	8	273			pmagpy-4.2.4	3.29e-08	2.55e-10	5.84e-10	8.90e-10
TR032-Fa:LP-DIR-T	TR032-Fa	TR032-Fa:LP-DIR-T4	    2.2	196.8	-02.4 	0	0	0.00	0.00	4	  623.0	This study	hargrave 2018-05-16 17:51:08	LT-T-Z:LP-DIR-T	g	164	u	8	273			pmagpy-4.2.4	3.25e-08	3.00e-10	8.62e-10	9.10e-10
